fecha,origen,edad,motivo,transporte,dias,acompañante,frecuencia,alojamiento
2025-06-17 20:18:42,Capital/San Luis,30 a 49,Vacaciones / Descanso,Automóvil,2 a 3 días,Con amigos,2 o 3 veces al año,Hotel 4*
2025-10-28 17:02:47,Santa Rosa/La Pampa ,50 a 64,Trabajo o negocios,Colectivo de Tours,2 a 3 días,Con familiares,Una vez al año,Hotel 4*
2025-06-27 00:48:18,Bs As Moron,65 o más,Vacaciones / Descanso,Automóvil,2 a 3 días,Con familiares,Una vez al año,Hotel 2*
2025-08-19 23:06:14,San Fernando/Catamarca,30 a 49,Turismo termal / Bienestar,Automóvil,2 a 3 días,Turistas,Primera vez,Hotel 2*
2025-10-29 14:50:08,Rosario/Santa Fe,30 a 49,Eventos deportivos o actividades culturales,Automóvil,2 a 3 días,Con amigos,2 o 3 veces al año,Hotel 2*
2025-06-22 15:28:29,San Juan ,30 a 49,Eventos deportivos o actividades culturales,Colectivo de Tours,4 a 7 días,Con familiares,Una vez al año,Cabañas
2025-07-30 07:07:54,Posadas misiones ,65 o más,Vacaciones / Descanso,Colectivo de Tours,Más de una semana,Con amigos,2 o 3 veces al año,Hotel 2*
2025-08-29 08:08:44,Córdoba capital,18 a 29,Eventos deportivos o actividades culturales,Colectivo de Línea,2 a 3 días,Con familiares,4 o más veces,Hotel 3*
2025-06-18 14:54:31,San Miguel/Tucumán ,18 a 29,Trabajo o negocios,Automóvil,4 a 7 días,Con familiares,Primera vez,Hotel 2*
2025-06-08 02:33:03,Capital/San Luis,30 a 49,Vacaciones / Descanso,Automóvil,2 a 3 días,Con familiares,Una vez al año,Hotel 3*
2025-09-16 05:28:50,Chacabuco bs as,65 o más,Vacaciones / Descanso,Automóvil,2 a 3 días,Con amigos,4 o más veces,Hotel 4*
2025-08-14 10:06:27,"Córdoba, Córdoba ",65 o más,Turismo termal / Bienestar,Automóvil,2 a 3 días,Con familiares,2 o 3 veces al año,Hotel 4*
2025-10-27 12:44:46,San Miguel/Tucumán ,50 a 64,Turismo termal / Bienestar,Automóvil,4 a 7 días,Con amigos,Una vez al año,Hotel 3*
2025-10-22 21:50:15,Salta - Tartagal,65 o más,Vacaciones / Descanso,Colectivo de Línea,4 a 7 días,Con familiares,Una vez al año,Hotel 4*
2025-07-12 21:53:47,Bs As Moron,50 a 64,Vacaciones / Descanso,Colectivo de Línea,2 a 3 días,Con amigos,2 o 3 veces al año,Hotel 2*
2025-08-18 18:17:25,San Miguel/Tucumán ,30 a 49,Vacaciones / Descanso,Colectivo de Línea,4 a 7 días,Con familiares,2 o 3 veces al año,Hotel 2*
2025-06-06 08:29:51,Yerba Buena/Tucumán ,65 o más,Vacaciones / Descanso,Colectivo de Tours,4 a 7 días,Con familiares,Primera vez,Hotel 3*
2025-07-24 22:35:12,Buenos Aires ,65 o más,Turismo termal / Bienestar,Colectivo de Línea,2 a 3 días,Con amigos,4 o más veces,Cabañas
2025-10-14 05:24:54,Salta - Tartagal,50 a 64,Vacaciones / Descanso,Colectivo de Línea,2 a 3 días,Con familiares,Una vez al año,Hotel 3*
2025-09-08 03:46:11,Posadas misiones ,65 o más,Vacaciones / Descanso,Colectivo de Línea,4 a 7 días,Con amigos,Una vez al año,Hotel 2*
2025-07-31 10:21:43,Posadas/Misiones ,50 a 64,Eventos deportivos o actividades culturales,Automóvil,2 a 3 días,Con amigos,2 o 3 veces al año,Hotel 2*
2025-07-08 18:23:27,Maipú/Mendoza ,30 a 49,Turismo termal / Bienestar,Automóvil,2 a 3 días,Con familiares,2 o 3 veces al año,Hotel 3*
2025-09-30 07:08:17,San Miguel/Tucumán ,50 a 64,Eventos deportivos o actividades culturales,Colectivo de Tours,2 a 3 días,Con familiares,Primera vez,Hotel 2*
2025-06-07 02:39:24,San Miguel/Tucumán ,65 o más,Turismo termal / Bienestar,Automóvil,1 día (excursión),Con familiares,Primera vez,Hotel 2*
2025-10-09 14:43:34,Santiago,50 a 64,Vacaciones / Descanso,Automóvil,2 a 3 días,Con familiares,2 o 3 veces al año,Hotel 2*
2025-10-01 10:06:55,San Miguel/Tucumán ,50 a 64,Eventos deportivos o actividades culturales,Automóvil,2 a 3 días,Con amigos,Primera vez,Hotel 2*
2025-07-14 12:52:15,San Fernando/Catamarca,65 o más,Trabajo o negocios,Automóvil,4 a 7 días,Con familiares,Una vez al año,Hotel 2*
2025-10-20 00:00:34,Santiago,50 a 64,Vacaciones / Descanso,Automóvil,2 a 3 días,Solo/a,Una vez al año,Hotel 2*
2025-08-22 08:37:15,Bs As Moron,50 a 64,Turismo termal / Bienestar,Colectivo de Línea,4 a 7 días,Con amigos,Primera vez,Hotel 3*
2025-06-06 05:34:35,Posadas/Misiones ,18 a 29,Eventos deportivos o actividades culturales,Automóvil,4 a 7 días,Con familiares,Una vez al año,Hotel 2*
2025-08-10 23:39:38,San Miguel/Tucumán ,50 a 64,Turismo termal / Bienestar,Automóvil,2 a 3 días,Con amigos,Primera vez,Apart Hotel
2025-09-10 04:25:27,Salta - Tartagal,65 o más,Eventos deportivos o actividades culturales,Automóvil,2 a 3 días,Con amigos,4 o más veces,Hotel 3*
2025-10-03 22:04:25,Buenos Aires ,30 a 49,Vacaciones / Descanso,Automóvil,1 día (excursión),Con familiares,Mas de 3 veces ,Apart Hotel
2025-08-06 16:01:48,San Fernando/Catamarca,30 a 49,Eventos deportivos o actividades culturales,Colectivo de Línea,2 a 3 días,Con amigos,Primera vez,Hotel 3*
2025-08-14 05:38:15,Bs As Moron,30 a 49,Turismo termal / Bienestar,Automóvil,4 a 7 días,Con amigos,Primera vez,Apart Hotel
2025-09-01 21:23:41,Yerba Buena/Tucumán ,65 o más,Vacaciones / Descanso,Colectivo de Tours,4 a 7 días,Con amigos,Una vez al año,Hotel 2*
2025-09-30 14:17:56,Yerba Buena/Tucumán ,50 a 64,Turismo termal / Bienestar,Colectivo de Tours,4 a 7 días,Con amigos,Primera vez,Hotel 2*
2025-08-09 19:20:24,Santiago capital ,50 a 64,Vacaciones / Descanso,Colectivo de Tours,2 a 3 días,Con familiares,2 o 3 veces al año,Hotel 3*
2025-09-21 23:49:28,Santiago capital ,18 a 29,Trabajo o negocios,Automóvil,Más de una semana,Con familiares,Una vez al año,Hotel 2*
2025-06-13 01:42:43,"Córdoba, Córdoba ",30 a 49,Turismo termal / Bienestar,Colectivo de Tours,4 a 7 días,Con amigos,Primera vez,Hotel 2*
2025-10-20 11:40:18,Bs As capital,50 a 64,Trabajo o negocios,Automóvil,2 a 3 días,Con amigos,Una vez al año,Cabañas
2025-08-13 22:46:00,Bs As Moron,50 a 64,Trabajo o negocios,Colectivo de Tours,Más de una semana,Con familiares,Primera vez,Hotel 1*
2025-09-28 11:57:03,Santa Rosa/La Pampa ,50 a 64,Eventos deportivos o actividades culturales,Automóvil,2 a 3 días,Con amigos,Una vez al año,Hotel 4*
2025-09-03 15:47:24,Salta - Tartagal,30 a 49,Trabajo o negocios,Automóvil,2 a 3 días,Con amigos,Mas de 3 veces ,Hotel 2*
2025-06-02 09:47:30,San Miguel/Tucumán ,50 a 64,Vacaciones / Descanso,Automóvil,2 a 3 días,Con familiares,4 o más veces,Hotel 2*
2025-09-15 13:40:26,Leones cordoba,50 a 64,Eventos deportivos o actividades culturales,Colectivo de Línea,4 a 7 días,Con familiares,Una vez al año,Hotel 2*
2025-10-14 08:33:41,Salta - Tartagal,50 a 64,Eventos deportivos o actividades culturales,Colectivo de Tours,Más de una semana,Con familiares,Una vez al año,Hotel 2*
2025-10-04 21:48:26,Jujuy - Perico,30 a 49,Trabajo o negocios,Colectivo de Línea,4 a 7 días,Con familiares,Una vez al año,Hotel 3*
2025-08-05 05:46:44,Santa Rosa/La Pampa ,50 a 64,Turismo termal / Bienestar,Colectivo de Tours,2 a 3 días,Con familiares,Primera vez,Hotel 1*
2025-07-21 05:09:27,Jujuy - Perico,18 a 29,Trabajo o negocios,Automóvil,2 a 3 días,Con familiares,Una vez al año,Hotel 2*
2025-10-19 22:35:20,Bs As Moron,50 a 64,Vacaciones / Descanso,Colectivo de Tours,2 a 3 días,Con familiares,2 o 3 veces al año,Hotel 2*
2025-08-14 13:16:06,Santiago capital ,50 a 64,Trabajo o negocios,Colectivo de Línea,2 a 3 días,Con familiares,Primera vez,Hotel 2*
2025-10-22 06:39:04,Bs As capital,30 a 49,Vacaciones / Descanso,Colectivo de Línea,2 a 3 días,Con familiares,Una vez al año,Hotel 3*
2025-06-15 04:23:57,Maipú/Mendoza ,65 o más,Vacaciones / Descanso,Automóvil,2 a 3 días,Con familiares,Mas de 3 veces ,Apart Hotel
2025-10-02 19:13:09,Capital/San Luis,18 a 29,Eventos deportivos o actividades culturales,Automóvil,4 a 7 días,Con familiares,Una vez al año,Hotel 2*
2025-09-09 19:17:25,Metán/Salta,30 a 49,Eventos deportivos o actividades culturales,Colectivo de Línea,2 a 3 días,Solo/a,2 o 3 veces al año,Hotel 1*
2025-06-28 21:29:44,San Juan ,30 a 49,Eventos deportivos o actividades culturales,Automóvil,2 a 3 días,Con familiares,Mas de 3 veces ,Hotel 3*
2025-10-18 22:07:42,Córdoba capital,65 o más,Vacaciones / Descanso,Automóvil,4 a 7 días,Con amigos,4 o más veces,Hotel 4*
2025-08-03 05:02:47,Buenos Aires ,30 a 49,Vacaciones / Descanso,Colectivo de Línea,2 a 3 días,Con familiares,Mas de 3 veces ,Apart Hotel
2025-09-27 10:10:09,Chacabuco bs as,65 o más,Turismo termal / Bienestar,Colectivo de Tours,1 día (excursión),Con familiares,Primera vez,Hotel 3*
2025-09-22 08:26:46,Rafaela Santa Fe,30 a 49,Vacaciones / Descanso,Colectivo de Tours,2 a 3 días,Con familiares,2 o 3 veces al año,Hotel 2*
2025-10-26 23:37:11,Bs As capital,30 a 49,Vacaciones / Descanso,Automóvil,2 a 3 días,Con amigos,2 o 3 veces al año,Hotel 2*
2025-10-16 08:32:31,San Pedro/Jujuy,50 a 64,Vacaciones / Descanso,Automóvil,Más de una semana,Con familiares,Mas de 3 veces ,Hotel 2*
2025-10-10 11:19:32,Concepción/Tucumán ,65 o más,Eventos deportivos o actividades culturales,Automóvil,2 a 3 días,Con familiares,2 o 3 veces al año,Hotel 2*
2025-08-13 04:33:00,Capital/San Luis,30 a 49,Turismo termal / Bienestar,Colectivo de Línea,2 a 3 días,Con amigos,Mas de 3 veces ,Hotel 3*
2025-09-26 08:00:20,Rafaela Santa Fe,65 o más,Trabajo o negocios,Automóvil,2 a 3 días,Con amigos,2 o 3 veces al año,Hotel 2*
2025-07-09 21:12:00,Concepción/Tucumán ,50 a 64,Eventos deportivos o actividades culturales,Automóvil,2 a 3 días,Con amigos,Primera vez,Apart Hotel
2025-05-31 20:34:01,Posadas/Misiones ,30 a 49,Vacaciones / Descanso,Colectivo de Tours,2 a 3 días,Con amigos,Una vez al año,Hotel 4*
2025-10-31 09:28:58,Santiago,65 o más,Trabajo o negocios,Automóvil,4 a 7 días,Con familiares,2 o 3 veces al año,Hotel 3*
2025-08-11 11:17:58,Yerba Buena/Tucumán ,18 a 29,Turismo termal / Bienestar,Automóvil,2 a 3 días,Con familiares,2 o 3 veces al año,Hotel 2*
2025-09-27 02:41:20,Santa Rosa/La Pampa ,50 a 64,Vacaciones / Descanso,Colectivo de Tours,2 a 3 días,Con familiares,Primera vez,Apart Hotel
2025-06-30 13:46:39,Rosario/Santa Fe,65 o más,Turismo termal / Bienestar,Colectivo de Tours,2 a 3 días,Con amigos,2 o 3 veces al año,Hotel 3*
2025-10-07 05:13:37,San Pedro/Jujuy,50 a 64,Eventos deportivos o actividades culturales,Automóvil,2 a 3 días,Con familiares,Una vez al año,Hotel 2*
2025-08-11 18:10:53,Salta /Tartagal,50 a 64,Eventos deportivos o actividades culturales,Automóvil,2 a 3 días,Con amigos,Una vez al año,Hotel 3*
2025-09-24 02:15:51,Santa Rosa/La Pampa ,30 a 49,Vacaciones / Descanso,Colectivo de Tours,2 a 3 días,Con familiares,Una vez al año,Hotel 2*
2025-11-05 21:16:47,San Fernando/Catamarca,30 a 49,Turismo termal / Bienestar,Automóvil,2 a 3 días,Con amigos,2 o 3 veces al año,Hotel 3*
2025-07-25 15:49:52,Santiago capital ,50 a 64,Turismo termal / Bienestar,Colectivo de Tours,1 día (excursión),Con familiares,Una vez al año,Hotel 3*
2025-09-26 00:53:23,Córdoba capital,18 a 29,Trabajo o negocios,Colectivo de Línea,2 a 3 días,Con amigos,4 o más veces,Hotel 2*
2025-09-15 20:36:03,San Miguel/Tucumán ,30 a 49,Turismo termal / Bienestar,Colectivo de Tours,Más de una semana,Con amigos,4 o más veces,Hotel 4*
2025-09-08 07:23:15,Buenos Aires ,30 a 49,Vacaciones / Descanso,Colectivo de Línea,Más de una semana,Con familiares,Mas de 3 veces ,Hotel 4*
2025-09-28 06:27:56,Capital/San Luis,30 a 49,Vacaciones / Descanso,Colectivo de Línea,2 a 3 días,Con amigos,4 o más veces,Hotel 2*
2025-06-06 03:57:47,Jujuy - Perico,18 a 29,Vacaciones / Descanso,Automóvil,2 a 3 días,Turistas,2 o 3 veces al año,Hotel 3*
2025-10-12 01:29:09,Posadas/Misiones ,30 a 49,Vacaciones / Descanso,Colectivo de Línea,4 a 7 días,Con amigos,Una vez al año,Hotel 2*
2025-09-24 03:37:37,Santiago,65 o más,Vacaciones / Descanso,Colectivo de Línea,1 día (excursión),Con familiares,Primera vez,Hotel 2*
2025-07-07 09:34:26,Bs As Moron,50 a 64,Trabajo o negocios,Colectivo de Línea,2 a 3 días,Con amigos,2 o 3 veces al año,Hotel 3*
2025-07-25 17:28:02,San Miguel/Tucumán ,30 a 49,Turismo termal / Bienestar,Automóvil,4 a 7 días,Con amigos,2 o 3 veces al año,Hotel 2*
2025-06-11 16:32:31,Santa Rosa/La Pampa ,50 a 64,Trabajo o negocios,Automóvil,4 a 7 días,Turistas,Una vez al año,Cabañas
2025-08-30 17:50:01,San Pedro/Jujuy,50 a 64,Eventos deportivos o actividades culturales,Automóvil,4 a 7 días,Con amigos,2 o 3 veces al año,Hotel 2*
2025-11-04 19:22:47,Chacabuco bs as,30 a 49,Trabajo o negocios,Colectivo de Línea,2 a 3 días,Con amigos,4 o más veces,Hotel 2*
2025-06-25 09:57:05,Rosario/Santa Fe,30 a 49,Turismo termal / Bienestar,Automóvil,4 a 7 días,Con amigos,Primera vez,Hotel 2*
2025-10-11 13:36:31,Rafaela Santa Fe,65 o más,Turismo termal / Bienestar,Automóvil,2 a 3 días,Con familiares,Una vez al año,Hotel 2*
2025-08-07 00:28:51,Bs As capital,65 o más,Vacaciones / Descanso,Automóvil,4 a 7 días,Con amigos,2 o 3 veces al año,Hotel 2*
2025-08-21 02:40:57,Posadas misiones ,18 a 29,Turismo termal / Bienestar,Colectivo de Línea,2 a 3 días,Con familiares,Primera vez,Hotel 1*
2025-07-31 15:42:58,San Juan ,18 a 29,Trabajo o negocios,Colectivo de Línea,2 a 3 días,Con familiares,2 o 3 veces al año,Hotel 3*
2025-06-01 13:06:01,Leones cordoba,30 a 49,Vacaciones / Descanso,Automóvil,1 día (excursión),Con amigos,4 o más veces,Hotel 1*
2025-09-25 01:26:07,Posadas/Misiones ,50 a 64,Turismo termal / Bienestar,Automóvil,Más de una semana,Con amigos,Una vez al año,Hotel 2*
2025-10-01 05:13:14,Santiago capital ,50 a 64,Vacaciones / Descanso,Colectivo de Línea,Más de una semana,Con amigos,Primera vez,Hotel 2*
2025-09-19 03:43:30,Yerba Buena/Tucumán ,30 a 49,Vacaciones / Descanso,Automóvil,2 a 3 días,Con amigos,Primera vez,Hotel 3*
2025-07-01 12:01:01,San Pedro/Jujuy,65 o más,Eventos deportivos o actividades culturales,Colectivo de Tours,1 día (excursión),Solo/a,Mas de 3 veces ,Hotel 2*
2025-10-07 05:23:53,Bs As capital,30 a 49,Turismo termal / Bienestar,Colectivo de Línea,2 a 3 días,Con familiares,Primera vez,Hotel 2*
2025-07-27 20:10:35,"Córdoba, Córdoba ",65 o más,Turismo termal / Bienestar,Automóvil,4 a 7 días,Solo/a,2 o 3 veces al año,Cabañas
2025-07-29 16:12:20,San Juan ,65 o más,Vacaciones / Descanso,Automóvil,2 a 3 días,Con amigos,Primera vez,Hotel 2*
2025-07-18 09:24:01,Santiago capital ,18 a 29,Vacaciones / Descanso,Colectivo de Línea,Más de una semana,Solo/a,Primera vez,Hotel 3*
2025-08-26 19:34:36,Concepción/Tucumán ,50 a 64,Vacaciones / Descanso,Automóvil,4 a 7 días,Con familiares,2 o 3 veces al año,Hotel 2*
2025-08-08 01:50:00,Rosario/Santa Fe,50 a 64,Vacaciones / Descanso,Automóvil,2 a 3 días,Con amigos,Mas de 3 veces ,Hotel 2*
2025-06-12 10:38:44,Yerba Buena/Tucumán ,50 a 64,Trabajo o negocios,Colectivo de Línea,4 a 7 días,Con familiares,4 o más veces,Hotel 4*
2025-06-13 21:03:00,Rosario/Santa Fe,18 a 29,Trabajo o negocios,Colectivo de Línea,2 a 3 días,Con amigos,2 o 3 veces al año,Hotel 2*
2025-06-05 07:21:03,San Miguel/Tucumán ,50 a 64,Turismo termal / Bienestar,Automóvil,2 a 3 días,Con amigos,2 o 3 veces al año,Hotel 2*
2025-07-14 23:13:59,Santiago,30 a 49,Vacaciones / Descanso,Colectivo de Tours,4 a 7 días,Con amigos,Mas de 3 veces ,Hotel 2*
2025-09-01 19:55:40,Concepción/Tucumán ,50 a 64,Eventos deportivos o actividades culturales,Colectivo de Línea,4 a 7 días,Con amigos,2 o 3 veces al año,Hotel 3*
2025-10-08 00:22:32,Posadas/Misiones ,30 a 49,Eventos deportivos o actividades culturales,Colectivo de Línea,2 a 3 días,Con familiares,2 o 3 veces al año,Hotel 4*
2025-06-21 01:33:32,Posadas/Misiones ,50 a 64,Vacaciones / Descanso,Colectivo de Línea,Más de una semana,Con familiares,Mas de 3 veces ,Cabañas
2025-08-27 08:37:03,Bs As Moron,50 a 64,Turismo termal / Bienestar,Automóvil,4 a 7 días,Con familiares,Una vez al año,Hotel 1*
2025-06-11 00:02:11,Posadas misiones ,30 a 49,Turismo termal / Bienestar,Automóvil,4 a 7 días,Con familiares,2 o 3 veces al año,Hotel 4*
2025-07-09 16:57:35,Capital/San Luis,65 o más,Turismo termal / Bienestar,Colectivo de Línea,4 a 7 días,Con amigos,4 o más veces,Hotel 3*
2025-07-16 01:03:11,Rosario/Santa Fe,30 a 49,Turismo termal / Bienestar,Colectivo de Tours,1 día (excursión),Con familiares,Mas de 3 veces ,Hotel 2*
2025-09-07 23:15:39,Concepción/Tucumán ,50 a 64,Eventos deportivos o actividades culturales,Automóvil,Más de una semana,Con amigos,2 o 3 veces al año,Apart Hotel
2025-08-01 08:41:54,Chacabuco bs as,65 o más,Trabajo o negocios,Automóvil,2 a 3 días,Con amigos,Mas de 3 veces ,Apart Hotel
2025-06-17 14:46:29,Santiago capital ,50 a 64,Turismo termal / Bienestar,Colectivo de Tours,2 a 3 días,Con amigos,Primera vez,Hotel 2*
2025-07-27 05:38:01,Salta - Tartagal,30 a 49,Vacaciones / Descanso,Colectivo de Tours,4 a 7 días,Con amigos,Una vez al año,Hotel 3*
2025-11-04 16:35:25,Jujuy - Perico,50 a 64,Trabajo o negocios,Colectivo de Línea,4 a 7 días,Con familiares,2 o 3 veces al año,Hotel 2*
2025-06-02 15:01:52,Chacabuco bs as,30 a 49,Vacaciones / Descanso,Automóvil,2 a 3 días,Con familiares,Una vez al año,Hotel 2*
2025-07-30 02:16:15,Rafaela Santa Fe,30 a 49,Eventos deportivos o actividades culturales,Colectivo de Tours,2 a 3 días,Con amigos,4 o más veces,Hotel 2*
2025-10-16 04:42:41,Posadas misiones ,18 a 29,Trabajo o negocios,Colectivo de Línea,4 a 7 días,Con amigos,2 o 3 veces al año,Apart Hotel
2025-06-29 13:20:34,San Miguel/Tucumán ,18 a 29,Vacaciones / Descanso,Colectivo de Línea,2 a 3 días,Con familiares,Una vez al año,Hotel 3*
2025-08-22 06:57:02,Bs As Moron,65 o más,Turismo termal / Bienestar,Automóvil,4 a 7 días,Con amigos,2 o 3 veces al año,Hotel 3*
2025-10-03 07:58:48,San Miguel/Tucumán ,65 o más,Eventos deportivos o actividades culturales,Automóvil,2 a 3 días,Con amigos,Mas de 3 veces ,Hotel 2*
2025-10-09 17:10:05,Bs As Moron,30 a 49,Eventos deportivos o actividades culturales,Automóvil,2 a 3 días,Con amigos,Una vez al año,Hotel 2*
2025-10-16 15:40:55,San Miguel/Tucumán ,18 a 29,Vacaciones / Descanso,Colectivo de Tours,4 a 7 días,Con familiares,4 o más veces,Cabañas
2025-06-05 06:23:53,"Córdoba, Córdoba ",50 a 64,Vacaciones / Descanso,Automóvil,4 a 7 días,Con familiares,Una vez al año,Hotel 3*
2025-10-24 07:15:33,San Miguel/Tucumán ,50 a 64,Trabajo o negocios,Colectivo de Línea,2 a 3 días,Con amigos,2 o 3 veces al año,Hotel 3*
2025-09-17 19:18:52,Yerba Buena/Tucumán ,18 a 29,Turismo termal / Bienestar,Automóvil,4 a 7 días,Con familiares,Primera vez,Hotel 3*
2025-07-31 11:43:24,Santa Rosa/La Pampa ,65 o más,Turismo termal / Bienestar,Automóvil,Más de una semana,Turistas,2 o 3 veces al año,Hotel 4*
2025-07-06 19:59:09,Bs As Moron,65 o más,Vacaciones / Descanso,Colectivo de Línea,4 a 7 días,Turistas,2 o 3 veces al año,Hotel 3*
2025-06-11 15:29:34,Leones cordoba,30 a 49,Vacaciones / Descanso,Automóvil,2 a 3 días,Con amigos,Una vez al año,Hotel 2*
2025-10-12 17:05:15,Bs As Moron,30 a 49,Turismo termal / Bienestar,Colectivo de Línea,1 día (excursión),Con amigos,2 o 3 veces al año,Hotel 2*
2025-08-15 23:35:45,"Córdoba, Córdoba ",18 a 29,Vacaciones / Descanso,Colectivo de Línea,4 a 7 días,Con amigos,Una vez al año,Hotel 2*
2025-10-01 09:28:03,"Córdoba, Córdoba ",65 o más,Vacaciones / Descanso,Colectivo de Tours,4 a 7 días,Con familiares,Primera vez,Hotel 4*
2025-10-14 07:44:43,Metán/Salta,65 o más,Vacaciones / Descanso,Colectivo de Tours,2 a 3 días,Con familiares,Primera vez,Cabañas
2025-06-17 13:12:09,San Miguel/Tucumán ,50 a 64,Eventos deportivos o actividades culturales,Automóvil,4 a 7 días,Con familiares,Una vez al año,Hotel 2*
2025-06-07 12:45:14,Jujuy - Perico,50 a 64,Eventos deportivos o actividades culturales,Colectivo de Línea,4 a 7 días,Con familiares,Primera vez,Hotel 3*
2025-06-07 10:02:45,Santiago capital ,50 a 64,Eventos deportivos o actividades culturales,Automóvil,4 a 7 días,Con familiares,Una vez al año,Cabañas
2025-06-21 09:33:45,Concepción/Tucumán ,50 a 64,Trabajo o negocios,Colectivo de Tours,2 a 3 días,Con amigos,4 o más veces,Hotel 3*
2025-10-19 15:07:22,Concepción/Tucumán ,30 a 49,Eventos deportivos o actividades culturales,Colectivo de Línea,4 a 7 días,Con familiares,2 o 3 veces al año,Hotel 3*
2025-07-24 15:44:27,Salta /Tartagal,65 o más,Eventos deportivos o actividades culturales,Colectivo de Línea,4 a 7 días,Con amigos,2 o 3 veces al año,Hotel 2*
2025-06-03 10:43:26,Bs As capital,50 a 64,Vacaciones / Descanso,Automóvil,1 día (excursión),Con familiares,Primera vez,Hotel 2*
2025-06-15 19:16:28,Bs As Moron,50 a 64,Turismo termal / Bienestar,Automóvil,Más de una semana,Con familiares,2 o 3 veces al año,Hotel 3*
2025-09-15 20:05:43,Metán/Salta,50 a 64,Vacaciones / Descanso,Automóvil,1 día (excursión),Con amigos,2 o 3 veces al año,Cabañas
2025-10-03 15:24:10,"Córdoba, Córdoba ",30 a 49,Vacaciones / Descanso,Automóvil,2 a 3 días,Con familiares,2 o 3 veces al año,Hotel 2*
2025-09-24 21:48:16,Posadas/Misiones ,50 a 64,Trabajo o negocios,Automóvil,2 a 3 días,Con amigos,2 o 3 veces al año,Hotel 2*
2025-10-04 11:21:29,San Miguel/Tucumán ,30 a 49,Turismo termal / Bienestar,Automóvil,2 a 3 días,Turistas,Primera vez,Hotel 2*
2025-11-02 18:00:19,San Juan ,50 a 64,Turismo termal / Bienestar,Colectivo de Línea,2 a 3 días,Con amigos,2 o 3 veces al año,Hotel 1*
2025-10-07 22:36:22,San Juan ,30 a 49,Vacaciones / Descanso,Colectivo de Tours,4 a 7 días,Con amigos,Primera vez,Hotel 4*
2025-07-02 09:08:16,San Fernando/Catamarca,65 o más,Vacaciones / Descanso,Colectivo de Línea,4 a 7 días,Con amigos,Una vez al año,Hotel 3*
2025-07-24 16:15:01,San Juan ,30 a 49,Vacaciones / Descanso,Automóvil,2 a 3 días,Con familiares,Una vez al año,Hotel 2*
2025-10-27 09:42:55,San Fernando/Catamarca,30 a 49,Vacaciones / Descanso,Automóvil,4 a 7 días,Con familiares,4 o más veces,Hotel 3*
2025-08-28 13:49:41,Santiago,30 a 49,Eventos deportivos o actividades culturales,Automóvil,2 a 3 días,Con familiares,2 o 3 veces al año,Hotel 3*
2025-08-25 19:04:51,San Miguel/Tucumán ,18 a 29,Turismo termal / Bienestar,Colectivo de Tours,2 a 3 días,Con amigos,Una vez al año,Cabañas
2025-09-20 01:20:53,Santiago capital ,65 o más,Vacaciones / Descanso,Colectivo de Tours,4 a 7 días,Con familiares,2 o 3 veces al año,Hotel 2*
2025-06-17 21:46:31,San Miguel/Tucumán ,50 a 64,Vacaciones / Descanso,Colectivo de Tours,2 a 3 días,Con familiares,Primera vez,Hotel 4*
2025-09-27 02:34:28,Leones cordoba,30 a 49,Trabajo o negocios,Automóvil,4 a 7 días,Con amigos,Mas de 3 veces ,Cabañas
2025-10-02 22:14:01,Concepción/Tucumán ,50 a 64,Trabajo o negocios,Colectivo de Línea,2 a 3 días,Con amigos,Una vez al año,Hotel 2*
2025-08-19 06:51:44,San Fernando/Catamarca,65 o más,Turismo termal / Bienestar,Colectivo de Tours,4 a 7 días,Con familiares,Primera vez,Hotel 3*
2025-06-21 21:01:37,San Miguel/Tucumán ,65 o más,Vacaciones / Descanso,Colectivo de Línea,2 a 3 días,Con familiares,2 o 3 veces al año,Hotel 3*
2025-09-09 02:19:10,"Córdoba, Córdoba ",50 a 64,Turismo termal / Bienestar,Colectivo de Tours,2 a 3 días,Con familiares,Primera vez,Hotel 2*
2025-08-21 19:49:57,Santiago,50 a 64,Turismo termal / Bienestar,Automóvil,2 a 3 días,Con familiares,2 o 3 veces al año,Hotel 2*
2025-09-06 15:28:25,San Fernando/Catamarca,30 a 49,Eventos deportivos o actividades culturales,Automóvil,2 a 3 días,Con familiares,Primera vez,Hotel 3*
2025-06-03 21:09:44,Metán/Salta,50 a 64,Eventos deportivos o actividades culturales,Colectivo de Línea,4 a 7 días,Con familiares,Una vez al año,Hotel 2*
2025-10-26 22:22:18,San Pedro/Jujuy,50 a 64,Vacaciones / Descanso,Colectivo de Línea,4 a 7 días,Con amigos,Primera vez,Hotel 3*
2025-07-14 01:58:58,Córdoba capital,30 a 49,Vacaciones / Descanso,Automóvil,4 a 7 días,Con amigos,4 o más veces,Hotel 2*
2025-09-05 19:20:39,Buenos Aires ,50 a 64,Eventos deportivos o actividades culturales,Colectivo de Línea,2 a 3 días,Con amigos,2 o 3 veces al año,Hotel 2*
2025-07-28 05:37:10,Jujuy - Perico,50 a 64,Vacaciones / Descanso,Colectivo de Tours,2 a 3 días,Solo/a,Una vez al año,Hotel 2*
2025-06-15 23:24:19,San Fernando/Catamarca,65 o más,Vacaciones / Descanso,Colectivo de Línea,2 a 3 días,Con familiares,2 o 3 veces al año,Hotel 2*
2025-07-08 23:24:04,San Miguel/Tucumán ,50 a 64,Vacaciones / Descanso,Colectivo de Tours,Más de una semana,Con familiares,Una vez al año,Hotel 3*
