fecha,edad,ActGrales,ActFyDep,OfCultEnt,VidaNoct
10/07/2025 05:53:38,50 a 64,"Baños termales / Spa, Visita a museos o espacios culturales, Paseos al aire libre (parque, costanera, dique, etc.)",Caminatas / senderismo,"Buena, aunque puede mejorar",Buena
05/10/2025 17:26:03,50 a 64,Baños termales / Spa,"Caminatas / senderismo, Bicicleta, Golf, Bochas, Natación / pileta",Muy variada y de calidad,Muy activa y divertida
07/06/2025 15:48:00,50 a 64,"Baños termales / Spa, Asistencia a espectáculos (música, teatro, etc.), Visita a museos o espacios culturales, Salidas nocturnas / bares / casino, Paseos al aire libre (parque, costanera, dique, etc.), Consumir Gastronomía Regional, ",Natación / pileta,Poca variedad,Buena
15/06/2025 01:40:59,50 a 64,"Baños termales / Spa, Salidas nocturnas / bares / casino, Consumir Gastronomía Regional","Caminatas / senderismo, Bochas",Muy variada y de calidad,Buena
15/09/2025 10:44:39,50 a 64,"Paseos al aire libre (parque, costanera, dique, etc.)",Bochas,Muy variada y de calidad,Regular
17/08/2025 03:45:35,50 a 64,"Baños termales / Spa, Paseos al aire libre (parque, costanera, dique, etc.)","Caminatas / senderismo, Bochas",Muy variada y de calidad,Muy activa y divertida
03/11/2025 23:58:10,30 a 49,"Baños termales / Spa, Paseos al aire libre (parque, costanera, dique, etc.), Consumir Gastronomía Regional",Natación / pileta,Muy variada y de calidad,Buena
22/09/2025 20:21:52,65 o más,"Baños termales / Spa, Asistencia a espectáculos (música, teatro, etc.), Visita a museos o espacios culturales, Salidas nocturnas / bares / casino, Paseos al aire libre (parque, costanera, dique, etc.), Consumir Gastronomía Regional, ",Caminatas / senderismo,"Buena, aunque puede mejorar",Buena
10/06/2025 03:45:43,50 a 64,"Baños termales / Spa, Salidas nocturnas / bares / casino, Paseos al aire libre (parque, costanera, dique, etc.)",Caminatas / senderismo,Muy variada y de calidad,Buena
12/06/2025 21:52:12,30 a 49,"Baños termales / Spa, Consumir Gastronomía Regional","Caminatas / senderismo, Bochas","Buena, aunque puede mejorar",Regular
28/07/2025 16:08:50,50 a 64,"Baños termales / Spa, Asistencia a espectáculos (música, teatro, etc.), Visita a museos o espacios culturales, Consumir Gastronomía Regional",Caminatas / senderismo,"Buena, aunque puede mejorar",No salí de noche
26/07/2025 15:48:28,30 a 49,"Baños termales / Spa, Asistencia a espectáculos (música, teatro, etc.), Visita a museos o espacios culturales, Salidas nocturnas / bares / casino, Paseos al aire libre (parque, costanera, dique, etc.), Consumir Gastronomía Regional","Caminatas / senderismo, Bochas","Buena, aunque puede mejorar",Regular
05/08/2025 02:01:41,50 a 64,"Baños termales / Spa, Consumir Gastronomía Regional",Caminatas / senderismo,"Buena, aunque puede mejorar",Muy activa y divertida
03/11/2025 12:32:22,50 a 64,"Baños termales / Spa, Asistencia a espectáculos (música, teatro, etc.), Visita a museos o espacios culturales, Salidas nocturnas / bares / casino, Paseos al aire libre (parque, costanera, dique, etc.), Consumir Gastronomía Regional, ",Caminatas / senderismo,Muy variada y de calidad,Buena
05/11/2025 03:18:45,30 a 49,"Baños termales / Spa, Salidas nocturnas / bares / casino",Caminatas / senderismo,"Buena, aunque puede mejorar",Muy activa y divertida
13/10/2025 03:12:49,50 a 64,"Baños termales / Spa, Asistencia a espectáculos (música, teatro, etc.), Paseos al aire libre (parque, costanera, dique, etc.)","Caminatas / senderismo, Bochas","Buena, aunque puede mejorar",Buena
20/09/2025 11:36:39,30 a 49,"Baños termales / Spa, Salidas nocturnas / bares / casino, Consumir Gastronomía Regional","Caminatas / senderismo, Natación / pileta","Buena, aunque puede mejorar",Regular
24/06/2025 23:40:29,50 a 64,"Baños termales / Spa, Asistencia a espectáculos (música, teatro, etc.), Visita a museos o espacios culturales, Salidas nocturnas / bares / casino, Paseos al aire libre (parque, costanera, dique, etc.), Consumir Gastronomía Regional, ",Natación / pileta,Poca variedad,Regular
12/07/2025 20:55:32,65 o más,"Baños termales / Spa, Salidas nocturnas / bares / casino, Consumir Gastronomía Regional",Bochas,Muy variada y de calidad,Muy activa y divertida
13/10/2025 12:28:55,30 a 49,"Asistencia a espectáculos (música, teatro, etc.), Consumir Gastronomía Regional",Bochas,Muy variada y de calidad,Regular
08/10/2025 01:32:53,30 a 49,"Baños termales / Spa, Consumir Gastronomía Regional",Natación / pileta,"Buena, aunque puede mejorar",Muy activa y divertida
15/10/2025 20:00:56,65 o más,Salidas nocturnas / bares / casino,Bochas,Muy variada y de calidad,Buena
17/09/2025 07:07:29,30 a 49,"Baños termales / Spa, Salidas nocturnas / bares / casino, Consumir Gastronomía Regional",Caminatas / senderismo,"Buena, aunque puede mejorar",Buena
06/08/2025 17:34:54,18 a 29,"Baños termales / Spa, Consumir Gastronomía Regional","Caminatas / senderismo, Natación / pileta",Muy variada y de calidad,Muy activa y divertida
26/07/2025 05:34:30,30 a 49,"Baños termales / Spa, Asistencia a espectáculos (música, teatro, etc.), Visita a museos o espacios culturales, Salidas nocturnas / bares / casino, Paseos al aire libre (parque, costanera, dique, etc.), Consumir Gastronomía Regional","Caminatas / senderismo, Bochas",Muy variada y de calidad,Buena
13/07/2025 04:44:16,30 a 49,"Baños termales / Spa, Salidas nocturnas / bares / casino, Paseos al aire libre (parque, costanera, dique, etc.)",Natación / pileta,Muy variada y de calidad,Poco atractiva
04/07/2025 18:30:42,50 a 64,"Baños termales / Spa, Paseos al aire libre (parque, costanera, dique, etc.)","Caminatas / senderismo, Bochas","Buena, aunque puede mejorar",Buena
18/06/2025 23:43:45,50 a 64,Baños termales / Spa,Natación / pileta,"Buena, aunque puede mejorar",Muy activa y divertida
12/08/2025 14:31:03,30 a 49,"Baños termales / Spa, Asistencia a espectáculos (música, teatro, etc.), Visita a museos o espacios culturales, Salidas nocturnas / bares / casino, Paseos al aire libre (parque, costanera, dique, etc.), Consumir Gastronomía Regional, ",Caminatas / senderismo,"Buena, aunque puede mejorar",Buena
26/07/2025 05:15:19,50 a 64,"Baños termales / Spa, Consumir Gastronomía Regional",Caminatas / senderismo,"Buena, aunque puede mejorar",Regular
05/09/2025 11:07:05,50 a 64,"Baños termales / Spa, Paseos al aire libre (parque, costanera, dique, etc.), Consumir Gastronomía Regional","Caminatas / senderismo, Bochas","Buena, aunque puede mejorar",Buena
03/06/2025 20:44:45,18 a 29,"Baños termales / Spa, Salidas nocturnas / bares / casino, Consumir Gastronomía Regional","Caminatas / senderismo, Bochas",Poca variedad,Buena
10/10/2025 02:56:18,30 a 49,"Baños termales / Spa, Asistencia a espectáculos (música, teatro, etc.), Visita a museos o espacios culturales, Salidas nocturnas / bares / casino, Paseos al aire libre (parque, costanera, dique, etc.), Consumir Gastronomía Regional",Caminatas / senderismo,"Buena, aunque puede mejorar",Muy activa y divertida
23/06/2025 15:31:59,18 a 29,"Baños termales / Spa, Paseos al aire libre (parque, costanera, dique, etc.)","Caminatas / senderismo, Bochas",Poca variedad,Regular
01/11/2025 14:44:25,30 a 49,"Baños termales / Spa, Consumir Gastronomía Regional",Caminatas / senderismo,"Buena, aunque puede mejorar",Buena
07/07/2025 19:04:27,50 a 64,"Baños termales / Spa, Visita a museos o espacios culturales, Paseos al aire libre (parque, costanera, dique, etc.)",Natación / pileta,Muy variada y de calidad,Buena
05/09/2025 10:56:16,30 a 49,"Asistencia a espectáculos (música, teatro, etc.), Consumir Gastronomía Regional","Caminatas / senderismo, Bochas",Muy variada y de calidad,Buena
11/08/2025 16:08:36,50 a 64,"Baños termales / Spa, Salidas nocturnas / bares / casino",Natación / pileta,Muy variada y de calidad,Regular
23/08/2025 03:45:40,30 a 49,"Baños termales / Spa, Visita a museos o espacios culturales",Caminatas / senderismo,Muy variada y de calidad,Buena
06/06/2025 17:31:43,50 a 64,Baños termales / Spa,Caminatas / senderismo,"Buena, aunque puede mejorar",Regular
22/07/2025 05:09:18,50 a 64,"Baños termales / Spa, Salidas nocturnas / bares / casino, Consumir Gastronomía Regional",Natación / pileta,Muy variada y de calidad,Muy activa y divertida
12/06/2025 06:34:42,65 o más,Baños termales / Spa,Caminatas / senderismo,"Buena, aunque puede mejorar",Regular
24/09/2025 15:16:44,30 a 49,"Baños termales / Spa, Asistencia a espectáculos (música, teatro, etc.), Visita a museos o espacios culturales, Salidas nocturnas / bares / casino, Paseos al aire libre (parque, costanera, dique, etc.), Consumir Gastronomía Regional",Natación / pileta,Muy variada y de calidad,Regular
21/06/2025 07:06:38,30 a 49,"Baños termales / Spa, Paseos al aire libre (parque, costanera, dique, etc.)",Caminatas / senderismo,Muy variada y de calidad,No salí de noche
02/11/2025 03:17:19,50 a 64,"Paseos al aire libre (parque, costanera, dique, etc.)",Natación / pileta,Muy variada y de calidad,Muy activa y divertida
05/07/2025 23:17:32,30 a 49,"Baños termales / Spa, Paseos al aire libre (parque, costanera, dique, etc.), Consumir Gastronomía Regional","Caminatas / senderismo, Bochas","Buena, aunque puede mejorar",Poco atractiva
09/09/2025 21:50:49,18 a 29,Salidas nocturnas / bares / casino,"Caminatas / senderismo, Bochas",Poca variedad,Buena
11/06/2025 19:40:33,18 a 29,"Baños termales / Spa, Visita a museos o espacios culturales, Paseos al aire libre (parque, costanera, dique, etc.)",Caminatas / senderismo,"Buena, aunque puede mejorar",Muy activa y divertida
22/08/2025 06:06:39,18 a 29,"Baños termales / Spa, Asistencia a espectáculos (música, teatro, etc.), Paseos al aire libre (parque, costanera, dique, etc.)",Caminatas / senderismo,Muy variada y de calidad,Regular
17/07/2025 00:55:35,18 a 29,"Baños termales / Spa, Consumir Gastronomía Regional",Caminatas / senderismo,Poca variedad,Muy activa y divertida
28/07/2025 14:15:52,50 a 64,"Baños termales / Spa, Paseos al aire libre (parque, costanera, dique, etc.), Consumir Gastronomía Regional",Caminatas / senderismo,"Buena, aunque puede mejorar",Muy activa y divertida
27/10/2025 05:54:55,50 a 64,"Baños termales / Spa, Visita a museos o espacios culturales, Paseos al aire libre (parque, costanera, dique, etc.)",Caminatas / senderismo,Muy variada y de calidad,Buena
24/09/2025 10:57:21,30 a 49,"Baños termales / Spa, Visita a museos o espacios culturales, Paseos al aire libre (parque, costanera, dique, etc.)","Caminatas / senderismo, Bochas","Buena, aunque puede mejorar",Buena
07/11/2025 09:17:56,50 a 64,"Baños termales / Spa, Visita a museos o espacios culturales, Paseos al aire libre (parque, costanera, dique, etc.)",Natación / pileta,No me interesaba,Buena
18/07/2025 18:50:38,50 a 64,"Baños termales / Spa, Visita a museos o espacios culturales, Paseos al aire libre (parque, costanera, dique, etc.)",Natación / pileta,Muy variada y de calidad,Muy activa y divertida
02/08/2025 03:29:04,30 a 49,"Asistencia a espectáculos (música, teatro, etc.), Consumir Gastronomía Regional",Bochas,"Buena, aunque puede mejorar",Buena
07/06/2025 18:01:02,50 a 64,"Paseos al aire libre (parque, costanera, dique, etc.)","Caminatas / senderismo, Bochas","Buena, aunque puede mejorar",Buena
05/08/2025 02:44:00,30 a 49,"Baños termales / Spa, Visita a museos o espacios culturales, Paseos al aire libre (parque, costanera, dique, etc.)",Caminatas / senderismo,Poca variedad,Buena
24/07/2025 07:22:47,18 a 29,"Baños termales / Spa, Consumir Gastronomía Regional",Caminatas / senderismo,Poca variedad,Regular
01/08/2025 23:48:05,50 a 64,"Asistencia a espectáculos (música, teatro, etc.), Consumir Gastronomía Regional",Natación / pileta,"Buena, aunque puede mejorar",Muy activa y divertida
19/08/2025 21:11:40,30 a 49,"Paseos al aire libre (parque, costanera, dique, etc.)","Caminatas / senderismo, Bicicleta, Golf, Bochas, Natación / pileta",Muy variada y de calidad,Buena
12/06/2025 14:53:15,30 a 49,"Baños termales / Spa, Asistencia a espectáculos (música, teatro, etc.), Visita a museos o espacios culturales, Salidas nocturnas / bares / casino, Paseos al aire libre (parque, costanera, dique, etc.), Consumir Gastronomía Regional","Caminatas / senderismo, Bochas",Poca variedad,Muy activa y divertida
01/10/2025 19:45:21,50 a 64,"Salidas nocturnas / bares / casino, Consumir Gastronomía Regional",Caminatas / senderismo,Poca variedad,Muy activa y divertida
30/09/2025 03:15:27,50 a 64,"Baños termales / Spa, Paseos al aire libre (parque, costanera, dique, etc.)",Natación / pileta,"Buena, aunque puede mejorar",Buena
12/07/2025 14:43:07,30 a 49,Baños termales / Spa,"Caminatas / senderismo, Natación / pileta","Buena, aunque puede mejorar",Muy activa y divertida
06/09/2025 06:26:40,18 a 29,"Baños termales / Spa, Consumir Gastronomía Regional",Bochas,Muy variada y de calidad,Regular
23/10/2025 20:13:15,18 a 29,"Baños termales / Spa, Consumir Gastronomía Regional",Caminatas / senderismo,"Buena, aunque puede mejorar",Buena
30/07/2025 04:09:27,65 o más,"Baños termales / Spa, Salidas nocturnas / bares / casino, Consumir Gastronomía Regional",Caminatas / senderismo,Muy variada y de calidad,Buena
07/07/2025 05:35:01,50 a 64,Baños termales / Spa,Caminatas / senderismo,Poca variedad,Muy activa y divertida
11/10/2025 03:16:58,18 a 29,"Baños termales / Spa, Salidas nocturnas / bares / casino",Bochas,Poca variedad,Buena
15/08/2025 12:53:30,65 o más,"Baños termales / Spa, Salidas nocturnas / bares / casino, Consumir Gastronomía Regional",Caminatas / senderismo,"Buena, aunque puede mejorar",Buena
15/10/2025 06:32:19,65 o más,"Paseos al aire libre (parque, costanera, dique, etc.)","Caminatas / senderismo, Bochas",Poca variedad,Muy activa y divertida
18/08/2025 19:06:09,50 a 64,"Baños termales / Spa, Asistencia a espectáculos (música, teatro, etc.), Visita a museos o espacios culturales, Consumir Gastronomía Regional",Caminatas / senderismo,Muy variada y de calidad,Buena
20/10/2025 06:06:51,50 a 64,"Asistencia a espectáculos (música, teatro, etc.), Consumir Gastronomía Regional",Caminatas / senderismo,"Buena, aunque puede mejorar",Buena
20/06/2025 10:44:51,30 a 49,"Asistencia a espectáculos (música, teatro, etc.), Consumir Gastronomía Regional",Caminatas / senderismo,Muy variada y de calidad,Buena
28/08/2025 06:03:32,50 a 64,"Baños termales / Spa, Visita a museos o espacios culturales",Natación / pileta,Muy variada y de calidad,Muy activa y divertida
01/08/2025 16:15:09,65 o más,"Baños termales / Spa, Consumir Gastronomía Regional",Caminatas / senderismo,Poca variedad,Buena
31/07/2025 13:51:16,50 a 64,"Asistencia a espectáculos (música, teatro, etc.), Consumir Gastronomía Regional",Caminatas / senderismo,"Buena, aunque puede mejorar",Buena
22/09/2025 00:12:50,30 a 49,"Baños termales / Spa, Consumir Gastronomía Regional",Caminatas / senderismo,"Buena, aunque puede mejorar",Poco atractiva
05/11/2025 18:15:52,30 a 49,"Baños termales / Spa, Consumir Gastronomía Regional","Caminatas / senderismo, Natación / pileta",Muy variada y de calidad,Muy activa y divertida
15/06/2025 05:56:49,30 a 49,"Baños termales / Spa, Asistencia a espectáculos (música, teatro, etc.), Paseos al aire libre (parque, costanera, dique, etc.)",Caminatas / senderismo,Muy variada y de calidad,Regular
05/08/2025 16:13:06,18 a 29,"Baños termales / Spa, Consumir Gastronomía Regional",Caminatas / senderismo,Poca variedad,Buena
17/10/2025 22:12:52,30 a 49,"Baños termales / Spa, Asistencia a espectáculos (música, teatro, etc.), Visita a museos o espacios culturales, Salidas nocturnas / bares / casino, Paseos al aire libre (parque, costanera, dique, etc.), Consumir Gastronomía Regional, ",Bochas,"Buena, aunque puede mejorar",Buena
19/10/2025 21:48:17,30 a 49,"Baños termales / Spa, Consumir Gastronomía Regional",Caminatas / senderismo,Muy variada y de calidad,Buena
31/07/2025 09:20:17,65 o más,"Baños termales / Spa, Consumir Gastronomía Regional",Caminatas / senderismo,Poca variedad,Buena
19/07/2025 02:03:00,30 a 49,"Baños termales / Spa, Visita a museos o espacios culturales, Paseos al aire libre (parque, costanera, dique, etc.)",Natación / pileta,"Buena, aunque puede mejorar",Muy activa y divertida
11/10/2025 13:30:00,65 o más,"Baños termales / Spa, Asistencia a espectáculos (música, teatro, etc.), Paseos al aire libre (parque, costanera, dique, etc.)","Caminatas / senderismo, Bicicleta, Golf, Bochas, Natación / pileta",Muy variada y de calidad,Muy activa y divertida
31/07/2025 12:14:28,50 a 64,"Baños termales / Spa, Salidas nocturnas / bares / casino",Caminatas / senderismo,"Buena, aunque puede mejorar",Regular
14/08/2025 15:36:22,30 a 49,"Paseos al aire libre (parque, costanera, dique, etc.)",Natación / pileta,Muy variada y de calidad,Muy activa y divertida
20/06/2025 18:18:02,50 a 64,"Salidas nocturnas / bares / casino, Consumir Gastronomía Regional",Caminatas / senderismo,Muy variada y de calidad,Buena
06/06/2025 11:22:10,30 a 49,"Baños termales / Spa, Asistencia a espectáculos (música, teatro, etc.), Visita a museos o espacios culturales, Consumir Gastronomía Regional",Bochas,"Buena, aunque puede mejorar",Muy activa y divertida
31/10/2025 08:52:13,65 o más,"Baños termales / Spa, Consumir Gastronomía Regional",Bochas,"Buena, aunque puede mejorar",Regular
02/07/2025 05:09:58,18 a 29,"Paseos al aire libre (parque, costanera, dique, etc.)",Caminatas / senderismo,"Buena, aunque puede mejorar",Muy activa y divertida
20/06/2025 23:55:39,30 a 49,"Baños termales / Spa, Salidas nocturnas / bares / casino, Paseos al aire libre (parque, costanera, dique, etc.)","Caminatas / senderismo, Bochas","Buena, aunque puede mejorar",Buena
31/10/2025 06:52:32,30 a 49,"Baños termales / Spa, Salidas nocturnas / bares / casino, Paseos al aire libre (parque, costanera, dique, etc.)",Natación / pileta,Muy variada y de calidad,Buena
12/09/2025 15:51:27,50 a 64,"Salidas nocturnas / bares / casino, Consumir Gastronomía Regional",Caminatas / senderismo,"Buena, aunque puede mejorar",Buena
07/11/2025 21:48:55,50 a 64,"Baños termales / Spa, Paseos al aire libre (parque, costanera, dique, etc.), Consumir Gastronomía Regional",Caminatas / senderismo,"Buena, aunque puede mejorar",Muy activa y divertida
23/09/2025 19:03:04,30 a 49,"Baños termales / Spa, Salidas nocturnas / bares / casino, Consumir Gastronomía Regional","Caminatas / senderismo, Bochas","Buena, aunque puede mejorar",Muy activa y divertida
16/10/2025 07:43:11,50 a 64,"Baños termales / Spa, Consumir Gastronomía Regional","Caminatas / senderismo, Natación / pileta","Buena, aunque puede mejorar",Muy activa y divertida
17/10/2025 03:36:36,30 a 49,"Baños termales / Spa, Paseos al aire libre (parque, costanera, dique, etc.), Consumir Gastronomía Regional",Caminatas / senderismo,"Buena, aunque puede mejorar",Buena
31/07/2025 06:48:36,65 o más,Salidas nocturnas / bares / casino,"Caminatas / senderismo, Bochas",Poca variedad,No salí de noche
13/07/2025 21:32:52,18 a 29,Baños termales / Spa,Caminatas / senderismo,Muy variada y de calidad,Regular
03/08/2025 05:22:27,18 a 29,"Baños termales / Spa, Asistencia a espectáculos (música, teatro, etc.), Visita a museos o espacios culturales, Consumir Gastronomía Regional",Caminatas / senderismo,"Buena, aunque puede mejorar",Regular
02/06/2025 10:43:54,50 a 64,"Baños termales / Spa, Visita a museos o espacios culturales",Caminatas / senderismo,"Buena, aunque puede mejorar",Regular
13/09/2025 04:45:41,30 a 49,"Baños termales / Spa, Salidas nocturnas / bares / casino, Consumir Gastronomía Regional",Caminatas / senderismo,"Buena, aunque puede mejorar",Muy activa y divertida
21/08/2025 23:23:24,30 a 49,"Baños termales / Spa, Asistencia a espectáculos (música, teatro, etc.), Visita a museos o espacios culturales, Paseos al aire libre (parque, costanera, dique, etc.), Consumir Gastronomía Regional","Caminatas / senderismo, Bochas","Buena, aunque puede mejorar",Buena
24/06/2025 18:21:30,50 a 64,"Baños termales / Spa, Asistencia a espectáculos (música, teatro, etc.), Visita a museos o espacios culturales, Paseos al aire libre (parque, costanera, dique, etc.), Consumir Gastronomía Regional","Caminatas / senderismo, Bochas","Buena, aunque puede mejorar",Muy activa y divertida
23/07/2025 15:24:07,18 a 29,"Baños termales / Spa, Consumir Gastronomía Regional",Caminatas / senderismo,Muy variada y de calidad,Regular
02/08/2025 02:05:06,30 a 49,"Baños termales / Spa, Asistencia a espectáculos (música, teatro, etc.), Visita a museos o espacios culturales, Consumir Gastronomía Regional",Caminatas / senderismo,"Buena, aunque puede mejorar",Buena
07/08/2025 04:11:13,18 a 29,"Baños termales / Spa, Salidas nocturnas / bares / casino",Caminatas / senderismo,Poca variedad,Buena
31/07/2025 09:51:32,50 a 64,"Paseos al aire libre (parque, costanera, dique, etc.)",Caminatas / senderismo,"Buena, aunque puede mejorar",Muy activa y divertida
24/10/2025 11:03:50,30 a 49,"Baños termales / Spa, Paseos al aire libre (parque, costanera, dique, etc.)",Natación / pileta,Muy variada y de calidad,Buena
27/07/2025 21:39:17,65 o más,"Baños termales / Spa, Paseos al aire libre (parque, costanera, dique, etc.)",Caminatas / senderismo,"Buena, aunque puede mejorar",Muy activa y divertida
29/06/2025 07:34:14,65 o más,"Baños termales / Spa, Paseos al aire libre (parque, costanera, dique, etc.), Consumir Gastronomía Regional","Caminatas / senderismo, Bochas","Buena, aunque puede mejorar",Regular
23/06/2025 01:47:02,65 o más,"Baños termales / Spa, Visita a museos o espacios culturales, Paseos al aire libre (parque, costanera, dique, etc.)",Bochas,"Buena, aunque puede mejorar",Buena
01/10/2025 01:16:22,50 a 64,"Baños termales / Spa, Asistencia a espectáculos (música, teatro, etc.), Visita a museos o espacios culturales, Salidas nocturnas / bares / casino, Paseos al aire libre (parque, costanera, dique, etc.), Consumir Gastronomía Regional","Caminatas / senderismo, Bochas",Muy variada y de calidad,Regular
10/08/2025 15:25:29,65 o más,"Paseos al aire libre (parque, costanera, dique, etc.)","Caminatas / senderismo, Natación / pileta",Muy variada y de calidad,Poco atractiva
12/08/2025 05:37:52,18 a 29,"Baños termales / Spa, Salidas nocturnas / bares / casino, Consumir Gastronomía Regional","Caminatas / senderismo, Bochas","Buena, aunque puede mejorar",Buena
03/07/2025 20:49:32,18 a 29,"Baños termales / Spa, Visita a museos o espacios culturales, Paseos al aire libre (parque, costanera, dique, etc.)","Caminatas / senderismo, Bochas",Muy variada y de calidad,No salí de noche
04/09/2025 06:35:24,30 a 49,"Baños termales / Spa, Consumir Gastronomía Regional",Caminatas / senderismo,Poca variedad,Buena
04/09/2025 15:56:14,30 a 49,Baños termales / Spa,Natación / pileta,"Buena, aunque puede mejorar",Buena
31/08/2025 11:43:12,65 o más,"Baños termales / Spa, Asistencia a espectáculos (música, teatro, etc.), Visita a museos o espacios culturales, Paseos al aire libre (parque, costanera, dique, etc.), Consumir Gastronomía Regional",Caminatas / senderismo,"Buena, aunque puede mejorar",Buena
29/10/2025 19:35:18,18 a 29,"Baños termales / Spa, Asistencia a espectáculos (música, teatro, etc.), Visita a museos o espacios culturales, Consumir Gastronomía Regional",Caminatas / senderismo,"Buena, aunque puede mejorar",Muy activa y divertida
16/06/2025 05:27:10,50 a 64,"Baños termales / Spa, Asistencia a espectáculos (música, teatro, etc.), Visita a museos o espacios culturales, Salidas nocturnas / bares / casino, Paseos al aire libre (parque, costanera, dique, etc.), Consumir Gastronomía Regional, ",Caminatas / senderismo,"Buena, aunque puede mejorar",Buena
22/08/2025 00:38:44,50 a 64,"Baños termales / Spa, Visita a museos o espacios culturales, Paseos al aire libre (parque, costanera, dique, etc.)",Caminatas / senderismo,"Buena, aunque puede mejorar",No salí de noche
21/07/2025 17:59:10,18 a 29,"Baños termales / Spa, Salidas nocturnas / bares / casino",Bochas,"Buena, aunque puede mejorar",Buena
30/09/2025 10:29:49,50 a 64,"Salidas nocturnas / bares / casino, Consumir Gastronomía Regional",Caminatas / senderismo,Muy variada y de calidad,Buena
12/09/2025 05:00:33,50 a 64,Salidas nocturnas / bares / casino,Caminatas / senderismo,Muy variada y de calidad,Buena
01/11/2025 21:41:58,30 a 49,"Baños termales / Spa, Asistencia a espectáculos (música, teatro, etc.), Paseos al aire libre (parque, costanera, dique, etc.)",Caminatas / senderismo,Muy variada y de calidad,Buena
22/07/2025 11:22:49,30 a 49,"Baños termales / Spa, Asistencia a espectáculos (música, teatro, etc.), Visita a museos o espacios culturales, Salidas nocturnas / bares / casino, Paseos al aire libre (parque, costanera, dique, etc.), Consumir Gastronomía Regional, ",Caminatas / senderismo,"Buena, aunque puede mejorar",Regular
02/06/2025 06:34:02,30 a 49,"Baños termales / Spa, Visita a museos o espacios culturales, Paseos al aire libre (parque, costanera, dique, etc.)",Natación / pileta,Muy variada y de calidad,Muy activa y divertida
04/10/2025 01:22:50,18 a 29,"Baños termales / Spa, Consumir Gastronomía Regional",Caminatas / senderismo,Poca variedad,No salí de noche
04/07/2025 00:01:00,18 a 29,"Baños termales / Spa, Asistencia a espectáculos (música, teatro, etc.), Visita a museos o espacios culturales, Consumir Gastronomía Regional",Caminatas / senderismo,"Buena, aunque puede mejorar",Muy activa y divertida
12/06/2025 08:10:05,65 o más,"Baños termales / Spa, Asistencia a espectáculos (música, teatro, etc.), Visita a museos o espacios culturales, Paseos al aire libre (parque, costanera, dique, etc.), Consumir Gastronomía Regional",Caminatas / senderismo,Poca variedad,Muy activa y divertida
25/08/2025 02:42:55,50 a 64,"Baños termales / Spa, Asistencia a espectáculos (música, teatro, etc.), Paseos al aire libre (parque, costanera, dique, etc.)","Caminatas / senderismo, Bochas",Muy variada y de calidad,Buena
01/09/2025 03:36:10,50 a 64,"Salidas nocturnas / bares / casino, Consumir Gastronomía Regional",Caminatas / senderismo,"Buena, aunque puede mejorar",No salí de noche
02/09/2025 20:15:28,65 o más,"Baños termales / Spa, Salidas nocturnas / bares / casino, Consumir Gastronomía Regional",Caminatas / senderismo,"Buena, aunque puede mejorar",Muy activa y divertida
19/09/2025 07:09:07,30 a 49,"Baños termales / Spa, Paseos al aire libre (parque, costanera, dique, etc.), Consumir Gastronomía Regional",Natación / pileta,"Buena, aunque puede mejorar",Buena
22/09/2025 13:39:24,18 a 29,"Baños termales / Spa, Salidas nocturnas / bares / casino","Caminatas / senderismo, Bochas","Buena, aunque puede mejorar",No salí de noche
25/06/2025 02:56:24,65 o más,"Baños termales / Spa, Salidas nocturnas / bares / casino, Paseos al aire libre (parque, costanera, dique, etc.)",Bochas,"Buena, aunque puede mejorar",Buena
16/09/2025 13:00:36,18 a 29,"Baños termales / Spa, Salidas nocturnas / bares / casino, Consumir Gastronomía Regional",Caminatas / senderismo,Muy variada y de calidad,Buena
02/09/2025 19:26:29,18 a 29,"Baños termales / Spa, Visita a museos o espacios culturales, Paseos al aire libre (parque, costanera, dique, etc.)",Bochas,Muy variada y de calidad,Muy activa y divertida
17/07/2025 14:39:00,30 a 49,"Baños termales / Spa, Paseos al aire libre (parque, costanera, dique, etc.)",Natación / pileta,Poca variedad,Buena
06/11/2025 06:12:19,30 a 49,"Baños termales / Spa, Asistencia a espectáculos (música, teatro, etc.), Paseos al aire libre (parque, costanera, dique, etc.)",Bochas,"Buena, aunque puede mejorar",Muy activa y divertida
04/10/2025 12:49:11,18 a 29,"Baños termales / Spa, Asistencia a espectáculos (música, teatro, etc.), Visita a museos o espacios culturales, Salidas nocturnas / bares / casino, Paseos al aire libre (parque, costanera, dique, etc.), Consumir Gastronomía Regional","Caminatas / senderismo, Natación / pileta","Buena, aunque puede mejorar",Buena
16/08/2025 14:49:45,30 a 49,"Baños termales / Spa, Visita a museos o espacios culturales",Caminatas / senderismo,Muy variada y de calidad,Buena
01/09/2025 20:31:26,50 a 64,"Baños termales / Spa, Salidas nocturnas / bares / casino, Paseos al aire libre (parque, costanera, dique, etc.)","Caminatas / senderismo, Bochas",Muy variada y de calidad,Regular
06/07/2025 14:42:57,50 a 64,"Baños termales / Spa, Paseos al aire libre (parque, costanera, dique, etc.)","Caminatas / senderismo, Bochas",Muy variada y de calidad,Muy activa y divertida
05/08/2025 11:53:51,50 a 64,"Paseos al aire libre (parque, costanera, dique, etc.)",Natación / pileta,Muy variada y de calidad,Regular
26/08/2025 03:05:40,50 a 64,"Baños termales / Spa, Salidas nocturnas / bares / casino, Consumir Gastronomía Regional",Caminatas / senderismo,Muy variada y de calidad,Buena
