fecha,alojamiento,HPAs,HLimp,HWifi,HGastro,HEntret,HSeguridad,HPyS,H$
29/10/2025 23:04:41,Cabañas,Muy Bueno,Muy Bueno,Excelente,Excelente,Excelente,Muy Bueno,Muy Bueno,Excelente
28/06/2025 16:16:03,Cabañas,Excelente,Muy Bueno,Muy Bueno,Excelente,Muy Bueno,Muy Bueno,Bueno,Excelente
14/07/2025 18:50:13,Hotel 2*,Muy Bueno,Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Excelente,Bueno
04/11/2025 08:22:38,Hotel 3*,Bueno,Excelente,Muy Bueno,Excelente,Muy Bueno,Excelente,Muy Bueno,Muy Bueno
06/10/2025 15:24:28,Hotel 2*,Excelente,Muy Bueno,Excelente,Excelente,Bueno,Excelente,Muy Bueno,Muy Bueno
26/07/2025 23:32:17,Hotel 4*,Muy Bueno,Bueno,Excelente,Muy Bueno,Muy Bueno,Bueno,Excelente,Excelente
15/09/2025 06:29:22,Hotel 2*,Excelente,Muy Bueno,Regular,Muy Bueno,Excelente,Excelente,Excelente,Excelente
06/06/2025 09:17:01,Hotel 2*,Excelente,Bueno,Excelente,Bueno,Muy Bueno,Excelente,Excelente,Muy Bueno
01/09/2025 20:25:54,Apart Hotel,Excelente,Bueno,Bueno,Excelente,Muy Bueno,Muy Bueno,Excelente,Muy Bueno
30/05/2025 19:12:46,Hotel 2*,Muy Bueno,Excelente,Muy Bueno,Excelente,Excelente,Muy Bueno,Muy Bueno,Excelente
25/10/2025 19:14:30,Hotel 1*,Muy Bueno,Excelente,Excelente,Excelente,Bueno,Muy Bueno,Excelente,Excelente
12/10/2025 19:20:41,Hotel 4*,Bueno,Bueno,Excelente,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno
13/07/2025 20:21:09,Hotel 3*,Muy Bueno,Muy Bueno,Muy Bueno,Excelente,Muy Bueno,Muy Bueno,Excelente,Bueno
31/10/2025 16:13:10,Hotel 4*,Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Excelente,Muy Bueno,Muy Bueno
16/10/2025 21:53:20,Cabañas,Muy Bueno,Excelente,Muy Bueno,Muy Bueno,Excelente,Muy Bueno,Muy Bueno,Excelente
10/10/2025 18:11:47,Hotel 4*,Excelente,Bueno,Excelente,Muy Bueno,Muy Bueno,Excelente,Muy Bueno,Excelente
12/08/2025 20:44:43,Hotel 3*,Excelente,Excelente,Muy Bueno,Excelente,Muy Bueno,Muy Bueno,Excelente,Muy Bueno
18/09/2025 16:05:11,Hotel 2*,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Excelente,Muy Bueno
02/07/2025 19:10:18,Apart Hotel,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Bueno,Muy Bueno,Excelente,Muy Bueno
27/08/2025 16:51:28,Hotel 1*,Muy Bueno,Muy Bueno,Muy Bueno,Excelente,Bueno,Muy Bueno,Muy Bueno,Excelente
24/09/2025 10:14:25,Hotel 2*,Muy Bueno,Excelente,Muy Bueno,Muy Bueno,Excelente,Muy Bueno,Excelente,Muy Bueno
15/07/2025 13:49:52,Hotel 2*,Excelente,Muy Bueno,Excelente,Excelente,Bueno,Excelente,Bueno,Muy Bueno
14/06/2025 17:47:18,Hotel 2*,Muy Bueno,Excelente,Muy Bueno,Bueno,Muy Bueno,Bueno,Muy Bueno,Muy Bueno
11/10/2025 11:25:36,Hotel 2*,Muy Bueno,Muy Bueno,Muy Bueno,Excelente,Muy Bueno,Excelente,Excelente,Muy Bueno
27/08/2025 12:02:20,Hotel 2*,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Excelente,Excelente,Bueno
04/10/2025 22:41:43,Hotel 3*,Bueno,Excelente,Excelente,Muy Bueno,Bueno,Excelente,Excelente,Muy Bueno
20/07/2025 06:41:03,Hotel 2*,Muy Bueno,Bueno,Excelente,Excelente,Excelente,Excelente,Muy Bueno,Excelente
07/09/2025 09:57:23,Hotel 3*,Muy Bueno,Muy Bueno,Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno
10/07/2025 19:48:38,Hotel 1*,Excelente,Bueno,Muy Bueno,Muy Bueno,Bueno,Muy Bueno,Muy Bueno,Muy Bueno
23/08/2025 23:40:14,Hotel 4*,Muy Bueno,Bueno,Excelente,Excelente,Muy Bueno,Muy Bueno,Bueno,Excelente
02/09/2025 03:57:26,Hotel 2*,Muy Bueno,Muy Bueno,Excelente,Muy Bueno,Excelente,Muy Bueno,Bueno,Bueno
09/09/2025 06:04:41,Hotel 2*,Excelente,Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Excelente,Muy Bueno
14/09/2025 20:41:13,Hotel 3*,Excelente,Bueno,Muy Bueno,Excelente,Excelente,Bueno,Excelente,Excelente
10/07/2025 15:57:09,Hotel 2*,Muy Bueno,Excelente,Muy Bueno,Muy Bueno,Muy Bueno,Excelente,Muy Bueno,Excelente
14/09/2025 04:15:06,Hotel 2*,Excelente,Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Excelente,Excelente,Excelente
16/10/2025 21:43:44,Hotel 2*,Muy Bueno,Bueno,Muy Bueno,Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Bueno
05/07/2025 17:58:46,Hotel 2*,Muy Bueno,Muy Bueno,Regular,Muy Bueno,Muy Bueno,Excelente,Muy Bueno,Excelente
23/06/2025 13:04:54,Hotel 2*,Bueno,Excelente,Muy Bueno,Bueno,Muy Bueno,Excelente,Excelente,Excelente
08/10/2025 22:23:53,Cabañas,Muy Bueno,Muy Bueno,Regular,Excelente,Muy Bueno,Excelente,Excelente,Excelente
11/07/2025 23:12:22,Apart Hotel,Muy Bueno,Muy Bueno,Muy Bueno,Excelente,Muy Bueno,Excelente,Excelente,Muy Bueno
07/06/2025 00:56:25,Cabañas,Excelente,Muy Bueno,Bueno,Muy Bueno,Bueno,Excelente,Excelente,Muy Bueno
23/10/2025 15:57:12,Hotel 1*,Excelente,Muy Bueno,Muy Bueno,Excelente,Muy Bueno,Muy Bueno,Excelente,Excelente
24/07/2025 02:01:18,Hotel 3*,Muy Bueno,Bueno,Muy Bueno,Excelente,Bueno,Muy Bueno,Excelente,Excelente
14/08/2025 12:27:04,Hotel 3*,Muy Bueno,Excelente,Excelente,Muy Bueno,Bueno,Bueno,Muy Bueno,Muy Bueno
06/08/2025 10:56:33,Hotel 2*,Muy Bueno,Muy Bueno,Excelente,Muy Bueno,Bueno,Excelente,Excelente,Muy Bueno
25/09/2025 12:26:32,Hotel 4*,Muy Bueno,Muy Bueno,Excelente,Muy Bueno,Bueno,Muy Bueno,Excelente,Bueno
30/06/2025 12:20:15,Hotel 3*,Muy Bueno,Bueno,Excelente,Excelente,Bueno,Excelente,Muy Bueno,Excelente
23/08/2025 05:42:37,Hotel 3*,Excelente,Bueno,Excelente,Muy Bueno,Excelente,Muy Bueno,Excelente,Excelente
23/10/2025 16:37:12,Hotel 3*,Bueno,Muy Bueno,Regular,Muy Bueno,Bueno,Bueno,Bueno,Muy Bueno
22/10/2025 19:21:08,Hotel 4*,Excelente,Bueno,Muy Bueno,Bueno,Bueno,Muy Bueno,Excelente,Muy Bueno
06/11/2025 14:11:52,Hotel 2*,Bueno,Muy Bueno,Regular,Bueno,Muy Bueno,Bueno,Excelente,Excelente
05/06/2025 01:48:07,Hotel 3*,Muy Bueno,Excelente,Excelente,Excelente,Excelente,Excelente,Muy Bueno,Excelente
02/08/2025 11:06:28,Hotel 3*,Excelente,Bueno,Muy Bueno,Excelente,Bueno,Bueno,Muy Bueno,Muy Bueno
10/06/2025 20:16:07,Hotel 2*,Muy Bueno,Muy Bueno,Muy Bueno,Excelente,Bueno,Excelente,Excelente,Excelente
27/06/2025 15:23:28,Hotel 4*,Muy Bueno,Muy Bueno,Regular,Excelente,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno
22/06/2025 03:05:29,Hotel 4*,Excelente,Excelente,Bueno,Excelente,Bueno,Muy Bueno,Muy Bueno,Excelente
28/06/2025 12:06:42,Hotel 3*,Muy Bueno,Excelente,Muy Bueno,Muy Bueno,Bueno,Muy Bueno,Excelente,Muy Bueno
29/09/2025 08:01:46,Cabañas,Bueno,Bueno,Bueno,Bueno,Excelente,Excelente,Bueno,Muy Bueno
29/09/2025 05:49:13,Hotel 2*,Muy Bueno,Muy Bueno,Bueno,Bueno,Muy Bueno,Bueno,Excelente,Muy Bueno
10/10/2025 12:11:19,Cabañas,Muy Bueno,Bueno,Bueno,Muy Bueno,Bueno,Excelente,Excelente,Muy Bueno
31/07/2025 18:37:39,Hotel 2*,Excelente,Excelente,Bueno,Excelente,Muy Bueno,Muy Bueno,Excelente,Excelente
08/09/2025 08:40:19,Hotel 2*,Excelente,Excelente,Excelente,Muy Bueno,Bueno,Muy Bueno,Excelente,Bueno
06/06/2025 06:55:26,Hotel 4*,Excelente,Bueno,Muy Bueno,Bueno,Muy Bueno,Bueno,Excelente,Muy Bueno
10/09/2025 00:17:48,Hotel 2*,Muy Bueno,Bueno,Muy Bueno,Bueno,Excelente,Excelente,Muy Bueno,Excelente
01/08/2025 01:48:32,Hotel 3*,Bueno,Excelente,Excelente,Excelente,Muy Bueno,Excelente,Excelente,Bueno
24/09/2025 16:44:11,Hotel 2*,Bueno,Muy Bueno,Bueno,Muy Bueno,Bueno,Bueno,Muy Bueno,Excelente
31/05/2025 23:46:01,Hotel 2*,Excelente,Bueno,Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Excelente,Excelente
01/06/2025 15:11:33,Hotel 3*,Excelente,Bueno,Bueno,Bueno,Excelente,Muy Bueno,Excelente,Muy Bueno
23/10/2025 16:22:06,Cabañas,Muy Bueno,Muy Bueno,Bueno,Bueno,Excelente,Bueno,Muy Bueno,Excelente
10/06/2025 19:41:56,Hotel 3*,Muy Bueno,Muy Bueno,Excelente,Excelente,Muy Bueno,Muy Bueno,Bueno,Excelente
04/07/2025 15:42:32,Hotel 4*,Excelente,Muy Bueno,Excelente,Muy Bueno,Muy Bueno,Muy Bueno,Excelente,Bueno
07/10/2025 10:48:44,Hotel 2*,Muy Bueno,Excelente,Excelente,Muy Bueno,Bueno,Muy Bueno,Muy Bueno,Excelente
19/06/2025 13:35:31,Hotel 2*,Excelente,Muy Bueno,Bueno,Muy Bueno,Excelente,Muy Bueno,Muy Bueno,Excelente
12/10/2025 16:13:54,Apart Hotel,Muy Bueno,Muy Bueno,Muy Bueno,Excelente,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno
05/09/2025 06:25:42,Cabañas,Muy Bueno,Bueno,Excelente,Excelente,Bueno,Muy Bueno,Bueno,Excelente
27/07/2025 07:55:58,Cabañas,Muy Bueno,Excelente,Muy Bueno,Excelente,Muy Bueno,Muy Bueno,Excelente,Muy Bueno
10/10/2025 23:39:58,Hotel 1*,Muy Bueno,Muy Bueno,Muy Bueno,Excelente,Bueno,Muy Bueno,Excelente,Excelente
31/10/2025 02:36:54,Hotel 2*,Bueno,Bueno,Regular,Muy Bueno,Excelente,Muy Bueno,Muy Bueno,Muy Bueno
13/08/2025 19:15:53,Hotel 3*,Muy Bueno,Muy Bueno,Excelente,Excelente,Excelente,Bueno,Muy Bueno,Muy Bueno
11/07/2025 07:18:34,Apart Hotel,Excelente,Excelente,Muy Bueno,Muy Bueno,Bueno,Excelente,Excelente,Bueno
24/08/2025 07:58:22,Hotel 3*,Excelente,Bueno,Bueno,Excelente,Muy Bueno,Excelente,Muy Bueno,Bueno
20/06/2025 06:12:45,Hotel 2*,Bueno,Excelente,Excelente,Excelente,Excelente,Muy Bueno,Muy Bueno,Excelente
08/10/2025 23:06:29,Hotel 4*,Excelente,Excelente,Bueno,Muy Bueno,Muy Bueno,Excelente,Muy Bueno,Excelente
05/07/2025 15:42:58,Hotel 3*,Excelente,Muy Bueno,Excelente,Excelente,Bueno,Muy Bueno,Muy Bueno,Excelente
24/06/2025 00:22:17,Apart Hotel,Muy Bueno,Excelente,Excelente,Excelente,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno
10/10/2025 05:08:43,Hotel 2*,Bueno,Muy Bueno,Muy Bueno,Bueno,Muy Bueno,Muy Bueno,Excelente,Excelente
22/08/2025 08:26:49,Hotel 4*,Muy Bueno,Muy Bueno,Excelente,Bueno,Bueno,Muy Bueno,Excelente,Bueno
04/06/2025 17:17:05,Hotel 2*,Muy Bueno,Excelente,Muy Bueno,Muy Bueno,Muy Bueno,Bueno,Bueno,Muy Bueno
27/10/2025 00:43:28,Hotel 3*,Muy Bueno,Excelente,Muy Bueno,Muy Bueno,Bueno,Muy Bueno,Muy Bueno,Bueno
14/06/2025 05:56:57,Apart Hotel,Bueno,Excelente,Excelente,Excelente,Bueno,Muy Bueno,Excelente,Bueno
18/07/2025 10:14:24,Hotel 4*,Muy Bueno,Excelente,Muy Bueno,Excelente,Muy Bueno,Muy Bueno,Excelente,Muy Bueno
14/09/2025 01:09:36,Hotel 1*,Muy Bueno,Bueno,Muy Bueno,Excelente,Bueno,Muy Bueno,Excelente,Muy Bueno
22/09/2025 07:27:45,Hotel 3*,Bueno,Muy Bueno,Excelente,Bueno,Bueno,Excelente,Excelente,Muy Bueno
13/08/2025 17:59:07,Hotel 2*,Muy Bueno,Excelente,Excelente,Bueno,Muy Bueno,Muy Bueno,Excelente,Muy Bueno
10/09/2025 22:40:07,Apart Hotel,Bueno,Muy Bueno,Bueno,Excelente,Muy Bueno,Muy Bueno,Excelente,Excelente
29/08/2025 10:38:55,Apart Hotel,Muy Bueno,Excelente,Excelente,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno
11/09/2025 13:34:54,Hotel 4*,Muy Bueno,Excelente,Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno
20/09/2025 05:03:39,Hotel 1*,Bueno,Excelente,Muy Bueno,Excelente,Excelente,Excelente,Excelente,Muy Bueno
03/09/2025 09:46:23,Hotel 4*,Muy Bueno,Bueno,Excelente,Muy Bueno,Bueno,Muy Bueno,Excelente,Muy Bueno
25/10/2025 01:46:29,Hotel 3*,Excelente,Bueno,Regular,Excelente,Bueno,Muy Bueno,Muy Bueno,Muy Bueno
17/06/2025 13:57:08,Hotel 2*,Excelente,Excelente,Muy Bueno,Muy Bueno,Excelente,Excelente,Excelente,Muy Bueno
24/08/2025 09:17:38,Hotel 2*,Muy Bueno,Bueno,Muy Bueno,Muy Bueno,Excelente,Muy Bueno,Excelente,Muy Bueno
14/08/2025 11:24:36,Hotel 2*,Excelente,Muy Bueno,Muy Bueno,Muy Bueno,Excelente,Excelente,Excelente,Muy Bueno
26/09/2025 16:34:45,Hotel 3*,Excelente,Muy Bueno,Muy Bueno,Excelente,Excelente,Muy Bueno,Excelente,Bueno
21/10/2025 01:47:19,Hotel 1*,Excelente,Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Excelente,Muy Bueno,Excelente
20/06/2025 08:50:21,Hotel 3*,Bueno,Excelente,Muy Bueno,Muy Bueno,Bueno,Excelente,Excelente,Excelente
22/07/2025 22:20:40,Hotel 3*,Bueno,Excelente,Muy Bueno,Muy Bueno,Bueno,Excelente,Excelente,Excelente
24/08/2025 01:40:24,Hotel 3*,Muy Bueno,Excelente,Excelente,Bueno,Bueno,Excelente,Excelente,Bueno
05/11/2025 23:41:32,Apart Hotel,Muy Bueno,Muy Bueno,Bueno,Muy Bueno,Muy Bueno,Excelente,Excelente,Excelente
03/11/2025 01:24:20,Hotel 4*,Muy Bueno,Bueno,Excelente,Excelente,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno
01/11/2025 03:06:32,Hotel 3*,Excelente,Excelente,Muy Bueno,Excelente,Bueno,Excelente,Excelente,Muy Bueno
11/08/2025 12:23:43,Hotel 2*,Muy Bueno,Muy Bueno,Excelente,Excelente,Muy Bueno,Bueno,Excelente,Excelente
30/10/2025 02:09:11,Cabañas,Muy Bueno,Muy Bueno,Excelente,Muy Bueno,Bueno,Bueno,Muy Bueno,Bueno
01/07/2025 20:45:07,Hotel 3*,Excelente,Muy Bueno,Excelente,Muy Bueno,Muy Bueno,Excelente,Muy Bueno,Muy Bueno
30/10/2025 08:08:39,Cabañas,Muy Bueno,Muy Bueno,Regular,Excelente,Muy Bueno,Muy Bueno,Excelente,Muy Bueno
09/07/2025 06:32:43,Hotel 2*,Bueno,Excelente,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Bueno
26/09/2025 00:09:12,Cabañas,Bueno,Bueno,Bueno,Excelente,Muy Bueno,Excelente,Muy Bueno,Excelente
21/06/2025 22:59:24,Apart Hotel,Excelente,Bueno,Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno
20/06/2025 00:57:24,Apart Hotel,Muy Bueno,Excelente,Excelente,Muy Bueno,Muy Bueno,Muy Bueno,Bueno,Excelente
15/10/2025 13:01:01,Hotel 3*,Muy Bueno,Excelente,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Excelente,Excelente
31/10/2025 18:47:57,Hotel 2*,Muy Bueno,Excelente,Muy Bueno,Excelente,Excelente,Muy Bueno,Excelente,Bueno
23/10/2025 03:36:45,Hotel 2*,Excelente,Bueno,Muy Bueno,Bueno,Bueno,Muy Bueno,Muy Bueno,Excelente
17/10/2025 01:42:21,Hotel 3*,Bueno,Bueno,Muy Bueno,Excelente,Muy Bueno,Bueno,Muy Bueno,Muy Bueno
26/08/2025 14:44:11,Hotel 2*,Muy Bueno,Excelente,Regular,Muy Bueno,Bueno,Muy Bueno,Muy Bueno,Excelente
08/09/2025 14:55:32,Hotel 2*,Excelente,Excelente,Muy Bueno,Excelente,Muy Bueno,Excelente,Excelente,Muy Bueno
27/06/2025 17:33:59,Hotel 1*,Muy Bueno,Muy Bueno,Regular,Muy Bueno,Muy Bueno,Excelente,Excelente,Excelente
04/06/2025 07:45:13,Hotel 3*,Excelente,Muy Bueno,Excelente,Muy Bueno,Muy Bueno,Excelente,Muy Bueno,Excelente
28/08/2025 03:10:00,Cabañas,Excelente,Muy Bueno,Bueno,Muy Bueno,Muy Bueno,Bueno,Muy Bueno,Muy Bueno
02/11/2025 23:39:08,Hotel 2*,Bueno,Bueno,Excelente,Excelente,Muy Bueno,Bueno,Bueno,Excelente
01/08/2025 05:58:19,Hotel 3*,Muy Bueno,Muy Bueno,Regular,Muy Bueno,Excelente,Muy Bueno,Excelente,Muy Bueno
23/06/2025 08:36:55,Hotel 2*,Bueno,Excelente,Excelente,Excelente,Muy Bueno,Muy Bueno,Excelente,Excelente
16/08/2025 10:00:15,Hotel 3*,Muy Bueno,Excelente,Muy Bueno,Excelente,Excelente,Muy Bueno,Excelente,Muy Bueno
06/06/2025 00:07:51,Hotel 2*,Excelente,Bueno,Excelente,Muy Bueno,Muy Bueno,Excelente,Excelente,Bueno
16/10/2025 14:19:17,Cabañas,Muy Bueno,Muy Bueno,Excelente,Excelente,Bueno,Muy Bueno,Muy Bueno,Muy Bueno
06/11/2025 17:40:02,Hotel 2*,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Bueno,Muy Bueno,Muy Bueno,Muy Bueno
29/09/2025 04:19:13,Hotel 2*,Excelente,Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Bueno
01/10/2025 19:30:51,Hotel 2*,Excelente,Muy Bueno,Muy Bueno,Muy Bueno,Excelente,Muy Bueno,Excelente,Excelente
30/10/2025 10:30:54,Hotel 3*,Excelente,Muy Bueno,Muy Bueno,Excelente,Bueno,Excelente,Muy Bueno,Bueno
05/09/2025 18:49:25,Hotel 3*,Excelente,Muy Bueno,Excelente,Muy Bueno,Muy Bueno,Excelente,Excelente,Excelente
23/08/2025 21:51:51,Hotel 3*,Muy Bueno,Excelente,Muy Bueno,Excelente,Muy Bueno,Muy Bueno,Bueno,Bueno
11/06/2025 13:15:01,Cabañas,Muy Bueno,Excelente,Muy Bueno,Muy Bueno,Bueno,Muy Bueno,Excelente,Excelente
08/06/2025 01:52:42,Hotel 2*,Muy Bueno,Excelente,Bueno,Muy Bueno,Bueno,Excelente,Excelente,Excelente
20/08/2025 21:44:59,Hotel 3*,Excelente,Muy Bueno,Excelente,Excelente,Muy Bueno,Muy Bueno,Excelente,Muy Bueno
25/06/2025 22:41:48,Cabañas,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Excelente,Excelente
23/07/2025 06:39:06,Hotel 2*,Muy Bueno,Excelente,Excelente,Excelente,Muy Bueno,Muy Bueno,Excelente,Excelente
20/09/2025 08:57:27,Hotel 2*,Muy Bueno,Muy Bueno,Excelente,Bueno,Muy Bueno,Muy Bueno,Excelente,Excelente
04/10/2025 22:37:42,Hotel 2*,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Excelente,Excelente
20/06/2025 10:12:51,Hotel 3*,Excelente,Muy Bueno,Excelente,Muy Bueno,Excelente,Excelente,Excelente,Muy Bueno
25/10/2025 19:00:02,Hotel 2*,Muy Bueno,Muy Bueno,Muy Bueno,Excelente,Muy Bueno,Excelente,Bueno,Bueno
24/07/2025 11:46:10,Hotel 1*,Muy Bueno,Muy Bueno,Muy Bueno,Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Bueno
28/09/2025 12:38:22,Cabañas,Muy Bueno,Excelente,Muy Bueno,Muy Bueno,Excelente,Excelente,Excelente,Excelente
14/09/2025 09:15:11,Hotel 4*,Excelente,Muy Bueno,Excelente,Bueno,Bueno,Muy Bueno,Muy Bueno,Muy Bueno
09/07/2025 18:35:11,Hotel 3*,Muy Bueno,Excelente,Muy Bueno,Excelente,Muy Bueno,Muy Bueno,Excelente,Muy Bueno
05/11/2025 11:35:35,Hotel 2*,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno
25/07/2025 19:00:13,Hotel 2*,Excelente,Excelente,Muy Bueno,Muy Bueno,Bueno,Excelente,Excelente,Muy Bueno
10/10/2025 01:30:56,Hotel 2*,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Excelente,Muy Bueno,Excelente,Muy Bueno
27/07/2025 02:19:26,Hotel 1*,Muy Bueno,Bueno,Bueno,Muy Bueno,Muy Bueno,Bueno,Excelente,Muy Bueno
10/06/2025 03:33:01,Hotel 2*,Muy Bueno,Muy Bueno,Muy Bueno,Excelente,Muy Bueno,Bueno,Excelente,Excelente
29/09/2025 15:52:00,Hotel 2*,Muy Bueno,Muy Bueno,Excelente,Muy Bueno,Excelente,Excelente,Excelente,Muy Bueno
17/10/2025 15:57:54,Hotel 2*,Bueno,Excelente,Excelente,Excelente,Bueno,Muy Bueno,Muy Bueno,Excelente
16/10/2025 08:36:09,Hotel 2*,Muy Bueno,Muy Bueno,Excelente,Bueno,Muy Bueno,Excelente,Muy Bueno,Bueno
21/07/2025 09:14:18,Hotel 4*,Muy Bueno,Bueno,Muy Bueno,Bueno,Muy Bueno,Excelente,Muy Bueno,Muy Bueno
22/06/2025 06:57:26,Cabañas,Excelente,Muy Bueno,Muy Bueno,Excelente,Excelente,Excelente,Muy Bueno,Excelente
08/08/2025 21:23:54,Hotel 2*,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Bueno,Muy Bueno,Muy Bueno
30/08/2025 20:54:33,Hotel 3*,Excelente,Excelente,Muy Bueno,Excelente,Bueno,Bueno,Muy Bueno,Muy Bueno
18/06/2025 05:45:14,Hotel 2*,Excelente,Muy Bueno,Excelente,Muy Bueno,Bueno,Muy Bueno,Excelente,Muy Bueno
13/09/2025 08:08:57,Hotel 2*,Muy Bueno,Excelente,Muy Bueno,Muy Bueno,Bueno,Excelente,Excelente,Excelente
05/08/2025 18:45:22,Hotel 4*,Muy Bueno,Excelente,Muy Bueno,Excelente,Bueno,Muy Bueno,Muy Bueno,Bueno
22/09/2025 09:44:51,Hotel 3*,Bueno,Excelente,Excelente,Bueno,Excelente,Muy Bueno,Bueno,Excelente
12/09/2025 16:46:16,Hotel 2*,Excelente,Muy Bueno,Excelente,Bueno,Muy Bueno,Excelente,Excelente,Excelente
13/08/2025 06:18:42,Hotel 4*,Excelente,Muy Bueno,Muy Bueno,Excelente,Bueno,Bueno,Excelente,Excelente
17/08/2025 12:45:55,Hotel 2*,Muy Bueno,Bueno,Muy Bueno,Excelente,Muy Bueno,Excelente,Muy Bueno,Excelente
13/09/2025 19:41:42,Hotel 2*,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Excelente,Muy Bueno,Muy Bueno,Bueno
24/06/2025 11:10:10,Hotel 2*,Muy Bueno,Bueno,Bueno,Muy Bueno,Bueno,Excelente,Bueno,Excelente
20/09/2025 17:14:44,Cabañas,Muy Bueno,Muy Bueno,Muy Bueno,Bueno,Muy Bueno,Muy Bueno,Excelente,Muy Bueno
24/08/2025 17:00:53,Hotel 1*,Muy Bueno,Bueno,Muy Bueno,Muy Bueno,Excelente,Excelente,Muy Bueno,Excelente
15/07/2025 13:18:32,Apart Hotel,Excelente,Excelente,Regular,Excelente,Excelente,Excelente,Excelente,Excelente
16/06/2025 12:25:32,Hotel 2*,Bueno,Bueno,Excelente,Bueno,Bueno,Excelente,Excelente,Excelente
08/10/2025 23:14:52,Apart Hotel,Excelente,Muy Bueno,Muy Bueno,Excelente,Excelente,Bueno,Excelente,Excelente
13/09/2025 05:38:18,Hotel 3*,Muy Bueno,Muy Bueno,Bueno,Excelente,Excelente,Bueno,Excelente,Muy Bueno
08/08/2025 02:20:51,Hotel 3*,Muy Bueno,Muy Bueno,Excelente,Muy Bueno,Muy Bueno,Bueno,Muy Bueno,Muy Bueno
16/09/2025 09:37:22,Hotel 2*,Muy Bueno,Excelente,Muy Bueno,Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno
27/06/2025 17:52:58,Hotel 2*,Muy Bueno,Muy Bueno,Excelente,Excelente,Muy Bueno,Muy Bueno,Excelente,Muy Bueno
02/08/2025 20:51:18,Cabañas,Muy Bueno,Muy Bueno,Excelente,Excelente,Bueno,Muy Bueno,Muy Bueno,Excelente
17/06/2025 18:12:14,Hotel 4*,Muy Bueno,Excelente,Regular,Bueno,Muy Bueno,Excelente,Excelente,Excelente
03/11/2025 14:27:02,Hotel 2*,Bueno,Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Excelente,Muy Bueno
16/06/2025 09:07:41,Hotel 3*,Excelente,Muy Bueno,Excelente,Bueno,Muy Bueno,Excelente,Excelente,Muy Bueno
07/08/2025 17:05:27,Cabañas,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Excelente,Muy Bueno
25/06/2025 19:17:29,Hotel 4*,Excelente,Bueno,Bueno,Bueno,Excelente,Excelente,Excelente,Excelente
25/09/2025 05:53:11,Hotel 2*,Muy Bueno,Muy Bueno,Muy Bueno,Excelente,Bueno,Muy Bueno,Excelente,Muy Bueno
21/07/2025 02:16:24,Hotel 3*,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno
01/08/2025 00:09:07,Hotel 3*,Muy Bueno,Muy Bueno,Excelente,Muy Bueno,Muy Bueno,Muy Bueno,Excelente,Muy Bueno
10/10/2025 20:04:54,Hotel 2*,Excelente,Muy Bueno,Regular,Bueno,Bueno,Muy Bueno,Muy Bueno,Muy Bueno
23/07/2025 15:11:49,Hotel 2*,Excelente,Excelente,Excelente,Muy Bueno,Bueno,Excelente,Muy Bueno,Excelente
