fecha,edad,CityAcc,CityCyV,CityPyP,CityEP,CityMus,CityPilP,CityPoli,CityCCul
26/06/2025 20:39:09,18 a 29,Bueno,Bueno,Bueno,Excelente,Excelente,Excelente,Excelente,Excelente
06/11/2025 20:34:38,50 a 64,Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Excelente,Bueno
15/08/2025 21:35:36,18 a 29,Excelente,Muy Bueno,Muy Bueno,Excelente,Muy Bueno,Excelente,Excelente,Muy Bueno
09/10/2025 22:01:19,30 a 49,Excelente,Excelente,Excelente,Bueno,Muy Bueno,Bueno,Bueno,Excelente
03/10/2025 22:04:58,50 a 64,Excelente,Excelente,Excelente,Muy Bueno,Muy Bueno,Excelente,Excelente,Excelente
07/08/2025 06:35:28,30 a 49,Muy Bueno,Muy Bueno,Muy Bueno,Excelente,Muy Bueno,Muy Bueno,Excelente,Muy Bueno
10/09/2025 13:04:06,65 o más,Excelente,Excelente,Bueno,Bueno,Muy Bueno,Bueno,Excelente,Excelente
24/08/2025 23:40:08,18 a 29,Muy Bueno,Excelente,Muy Bueno,Bueno,Regular,Muy Bueno,Regular,Excelente
02/08/2025 11:12:58,50 a 64,Muy Bueno,Muy Bueno,Bueno,Muy Bueno,Muy Bueno,Bueno,Excelente,Muy Bueno
05/07/2025 03:31:54,50 a 64,Excelente,Bueno,Bueno,Muy Bueno,Muy Bueno,Excelente,Muy Bueno,Bueno
01/07/2025 21:12:30,50 a 64,Excelente,Excelente,Bueno,Regular,Muy Bueno,Excelente,Excelente,Excelente
13/07/2025 02:45:17,30 a 49,Muy Bueno,Excelente,Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Bueno,Muy Bueno
11/08/2025 15:56:00,18 a 29,Muy Bueno,Excelente,Muy Bueno,Muy Bueno,Muy Bueno,Regular,Muy Bueno,Muy Bueno
02/11/2025 01:35:55,30 a 49,Excelente,Excelente,Excelente,Excelente,Muy Bueno,Muy Bueno,Bueno,Excelente
04/10/2025 17:04:33,65 o más,Muy Bueno,Excelente,Excelente,Muy Bueno,Excelente,Excelente,Regular,Excelente
05/07/2025 19:30:54,65 o más,Muy Bueno,Bueno,Bueno,Muy Bueno,Regular,Muy Bueno,Excelente,Excelente
12/06/2025 18:55:55,30 a 49,Muy Bueno,Bueno,Muy Bueno,Bueno,Muy Bueno,Bueno,Bueno,Excelente
29/07/2025 04:38:08,30 a 49,Excelente,Bueno,Muy Bueno,Muy Bueno,Excelente,Muy Bueno,Muy Bueno,Muy Bueno
22/10/2025 17:40:22,50 a 64,Excelente,Muy Bueno,Muy Bueno,Bueno,Muy Bueno,Muy Bueno,Regular,Muy Bueno
17/08/2025 01:01:36,30 a 49,Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Excelente,Muy Bueno,Bueno,Regular
07/06/2025 13:49:29,30 a 49,Excelente,Bueno,Muy Bueno,Muy Bueno,Excelente,Excelente,Muy Bueno,Muy Bueno
28/07/2025 01:49:24,50 a 64,Malo,Excelente,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Excelente,Muy Bueno
03/06/2025 05:34:35,65 o más,Excelente,Bueno,Muy Bueno,Regular,Muy Bueno,Bueno,Muy Bueno,Excelente
16/10/2025 22:59:58,65 o más,Bueno,Excelente,Bueno,Regular,Excelente,Excelente,Bueno,Muy Bueno
06/08/2025 04:44:14,18 a 29,Bueno,Excelente,Bueno,Muy Bueno,Excelente,Muy Bueno,Bueno,Excelente
31/05/2025 02:07:15,18 a 29,Muy Bueno,Muy Bueno,Excelente,Bueno,Bueno,Muy Bueno,Bueno,Bueno
15/07/2025 18:50:06,30 a 49,Excelente,Excelente,Bueno,Muy Bueno,Excelente,Bueno,Muy Bueno,Muy Bueno
11/07/2025 00:30:47,18 a 29,Muy Bueno,Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Bueno,Excelente,Muy Bueno
19/09/2025 19:54:36,30 a 49,Bueno,Muy Bueno,Excelente,Muy Bueno,Muy Bueno,Muy Bueno,Excelente,Excelente
23/07/2025 04:30:06,18 a 29,Muy Bueno,Muy Bueno,Bueno,Bueno,Muy Bueno,Bueno,Bueno,Muy Bueno
17/06/2025 05:41:55,50 a 64,Excelente,Excelente,Muy Bueno,Excelente,Muy Bueno,Bueno,Muy Bueno,Excelente
30/08/2025 18:37:45,30 a 49,Bueno,Bueno,Bueno,Muy Bueno,Muy Bueno,Bueno,Excelente,Muy Bueno
13/10/2025 15:51:13,30 a 49,Excelente,Bueno,Excelente,Bueno,Muy Bueno,Muy Bueno,Excelente,Muy Bueno
31/08/2025 23:31:45,18 a 29,Muy Bueno,Excelente,Bueno,Excelente,Muy Bueno,Muy Bueno,Excelente,Excelente
30/06/2025 09:50:16,65 o más,Muy Bueno,Bueno,Muy Bueno,Excelente,Muy Bueno,Excelente,Bueno,Muy Bueno
08/10/2025 19:20:57,18 a 29,Muy Bueno,Muy Bueno,Bueno,Excelente,Excelente,Excelente,Bueno,Muy Bueno
12/09/2025 06:18:27,18 a 29,Muy Bueno,Excelente,Bueno,Bueno,Excelente,Excelente,Muy Bueno,Bueno
07/10/2025 23:32:11,65 o más,Muy Bueno,Excelente,Bueno,Excelente,Muy Bueno,Muy Bueno,Bueno,Bueno
31/10/2025 19:09:16,50 a 64,Muy Bueno,Excelente,Muy Bueno,Excelente,Bueno,Bueno,Bueno,Muy Bueno
28/10/2025 02:55:52,50 a 64,Muy Bueno,Muy Bueno,Bueno,Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Excelente
10/06/2025 19:58:57,50 a 64,Bueno,Excelente,Muy Bueno,Excelente,Muy Bueno,Muy Bueno,Excelente,Bueno
20/10/2025 11:24:13,18 a 29,Excelente,Bueno,Muy Bueno,Muy Bueno,Excelente,Muy Bueno,Muy Bueno,Muy Bueno
05/09/2025 19:58:57,30 a 49,Muy Bueno,Excelente,Muy Bueno,Muy Bueno,Excelente,Muy Bueno,Excelente,Excelente
18/10/2025 16:43:15,30 a 49,Excelente,Excelente,Bueno,Bueno,Muy Bueno,Excelente,Regular,Bueno
07/11/2025 10:35:51,18 a 29,Muy Bueno,Bueno,Bueno,Bueno,Muy Bueno,Bueno,Bueno,Excelente
26/08/2025 10:34:53,50 a 64,Muy Bueno,Muy Bueno,Muy Bueno,Bueno,Muy Bueno,Bueno,Excelente,Muy Bueno
11/07/2025 23:45:58,65 o más,Excelente,Muy Bueno,Muy Bueno,Excelente,Excelente,Muy Bueno,Excelente,Muy Bueno
28/10/2025 14:45:29,18 a 29,Excelente,Bueno,Muy Bueno,Excelente,Muy Bueno,Bueno,Bueno,Muy Bueno
04/06/2025 21:19:30,30 a 49,Excelente,Excelente,Muy Bueno,Excelente,Excelente,Muy Bueno,Muy Bueno,Excelente
21/07/2025 19:14:07,50 a 64,Excelente,Excelente,Excelente,Muy Bueno,Excelente,Muy Bueno,Muy Bueno,Muy Bueno
22/06/2025 05:26:50,30 a 49,Excelente,Muy Bueno,Muy Bueno,Bueno,Excelente,Excelente,Excelente,Excelente
04/08/2025 11:36:34,50 a 64,Muy Bueno,Excelente,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno
14/06/2025 11:10:57,30 a 49,Excelente,Excelente,Muy Bueno,Muy Bueno,Muy Bueno,Excelente,Muy Bueno,Excelente
07/06/2025 00:18:00,65 o más,Muy Bueno,Bueno,Excelente,Excelente,Excelente,Excelente,Bueno,Muy Bueno
18/06/2025 15:19:53,50 a 64,Bueno,Muy Bueno,Muy Bueno,Excelente,Bueno,Muy Bueno,Excelente,Muy Bueno
04/07/2025 22:34:43,50 a 64,Malo,Muy Bueno,Muy Bueno,Bueno,Excelente,Muy Bueno,Bueno,Regular
08/06/2025 13:29:40,50 a 64,Bueno,Bueno,Bueno,Excelente,Bueno,Bueno,Muy Bueno,Excelente
21/06/2025 07:53:13,50 a 64,Muy Bueno,Excelente,Muy Bueno,Muy Bueno,Excelente,Excelente,Bueno,Excelente
13/10/2025 17:23:54,30 a 49,Muy Bueno,Excelente,Muy Bueno,Excelente,Excelente,Excelente,Muy Bueno,Excelente
23/08/2025 21:13:48,65 o más,Muy Bueno,Muy Bueno,Bueno,Regular,Muy Bueno,Muy Bueno,Excelente,Bueno
19/10/2025 19:38:29,65 o más,Excelente,Bueno,Muy Bueno,Excelente,Excelente,Bueno,Bueno,Muy Bueno
15/08/2025 04:21:04,50 a 64,Bueno,Excelente,Excelente,Bueno,Excelente,Excelente,Bueno,Bueno
25/06/2025 13:16:32,30 a 49,Muy Bueno,Muy Bueno,Excelente,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Bueno
12/08/2025 17:52:02,50 a 64,Muy Bueno,Bueno,Muy Bueno,Muy Bueno,Bueno,Muy Bueno,Muy Bueno,Muy Bueno
12/07/2025 08:21:01,30 a 49,Muy Bueno,Muy Bueno,Muy Bueno,Excelente,Excelente,Bueno,Muy Bueno,Excelente
28/08/2025 17:27:34,18 a 29,Excelente,Excelente,Bueno,Bueno,Excelente,Muy Bueno,Bueno,Muy Bueno
01/09/2025 02:54:04,18 a 29,Muy Bueno,Bueno,Excelente,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno
02/07/2025 11:05:59,50 a 64,Muy Bueno,Muy Bueno,Excelente,Excelente,Excelente,Bueno,Bueno,Muy Bueno
21/09/2025 04:05:35,50 a 64,Excelente,Excelente,Excelente,Bueno,Excelente,Bueno,Bueno,Excelente
19/09/2025 10:26:06,50 a 64,Excelente,Excelente,Muy Bueno,Regular,Bueno,Muy Bueno,Excelente,Excelente
10/06/2025 23:06:43,50 a 64,Muy Bueno,Muy Bueno,Muy Bueno,Excelente,Muy Bueno,Excelente,Bueno,Excelente
28/07/2025 11:37:54,18 a 29,Muy Bueno,Excelente,Muy Bueno,Muy Bueno,Excelente,Excelente,Excelente,Excelente
29/06/2025 08:59:36,30 a 49,Excelente,Excelente,Excelente,Bueno,Muy Bueno,Bueno,Excelente,Excelente
01/11/2025 03:57:07,50 a 64,Muy Bueno,Regular,Muy Bueno,Bueno,Muy Bueno,Muy Bueno,Bueno,Excelente
02/09/2025 07:34:41,65 o más,Excelente,Muy Bueno,Excelente,Bueno,Regular,Muy Bueno,Bueno,Muy Bueno
15/06/2025 00:49:33,18 a 29,Excelente,Excelente,Bueno,Bueno,Excelente,Muy Bueno,Excelente,Excelente
15/10/2025 09:45:59,30 a 49,Muy Bueno,Muy Bueno,Excelente,Bueno,Bueno,Excelente,Regular,Excelente
01/10/2025 21:36:13,30 a 49,Bueno,Excelente,Excelente,Bueno,Muy Bueno,Excelente,Bueno,Bueno
04/10/2025 19:39:55,50 a 64,Bueno,Excelente,Bueno,Excelente,Regular,Muy Bueno,Muy Bueno,Muy Bueno
02/11/2025 03:22:13,30 a 49,Excelente,Excelente,Bueno,Muy Bueno,Muy Bueno,Bueno,Excelente,Muy Bueno
03/11/2025 11:14:16,30 a 49,Excelente,Excelente,Muy Bueno,Excelente,Muy Bueno,Bueno,Muy Bueno,Bueno
22/10/2025 16:38:33,30 a 49,Excelente,Bueno,Muy Bueno,Regular,Muy Bueno,Excelente,Muy Bueno,Excelente
19/09/2025 08:12:54,50 a 64,Muy Bueno,Excelente,Muy Bueno,Bueno,Regular,Bueno,Muy Bueno,Muy Bueno
29/07/2025 16:15:32,65 o más,Excelente,Excelente,Muy Bueno,Bueno,Regular,Bueno,Bueno,Bueno
12/09/2025 02:36:51,50 a 64,Excelente,Bueno,Excelente,Excelente,Muy Bueno,Muy Bueno,Excelente,Muy Bueno
03/10/2025 20:52:18,50 a 64,Excelente,Excelente,Bueno,Bueno,Muy Bueno,Muy Bueno,Bueno,Muy Bueno
25/08/2025 06:58:57,65 o más,Excelente,Bueno,Excelente,Muy Bueno,Regular,Bueno,Bueno,Excelente
01/09/2025 15:07:41,50 a 64,Muy Bueno,Excelente,Bueno,Excelente,Muy Bueno,Regular,Muy Bueno,Muy Bueno
07/08/2025 10:40:00,30 a 49,Excelente,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Regular
19/06/2025 01:36:45,18 a 29,Excelente,Muy Bueno,Bueno,Bueno,Excelente,Excelente,Bueno,Muy Bueno
18/07/2025 18:40:08,30 a 49,Excelente,Bueno,Excelente,Muy Bueno,Excelente,Excelente,Excelente,Bueno
28/06/2025 16:24:04,65 o más,Muy Bueno,Excelente,Excelente,Bueno,Muy Bueno,Excelente,Muy Bueno,Excelente
09/09/2025 06:37:32,50 a 64,Muy Bueno,Excelente,Muy Bueno,Bueno,Excelente,Bueno,Muy Bueno,Regular
12/09/2025 06:44:18,50 a 64,Muy Bueno,Regular,Muy Bueno,Excelente,Excelente,Excelente,Bueno,Muy Bueno
06/06/2025 20:14:34,18 a 29,Muy Bueno,Bueno,Excelente,Excelente,Excelente,Muy Bueno,Excelente,Muy Bueno
06/11/2025 23:40:59,30 a 49,Bueno,Excelente,Muy Bueno,Excelente,Excelente,Muy Bueno,Muy Bueno,Muy Bueno
02/09/2025 12:24:31,30 a 49,Muy Bueno,Bueno,Muy Bueno,Bueno,Regular,Excelente,Muy Bueno,Muy Bueno
17/08/2025 07:47:10,50 a 64,Muy Bueno,Regular,Muy Bueno,Bueno,Muy Bueno,Bueno,Muy Bueno,Excelente
06/10/2025 08:05:08,50 a 64,Excelente,Muy Bueno,Muy Bueno,Bueno,Muy Bueno,Excelente,Muy Bueno,Bueno
09/09/2025 04:33:37,50 a 64,Bueno,Muy Bueno,Excelente,Excelente,Muy Bueno,Excelente,Bueno,Excelente
05/08/2025 17:55:25,18 a 29,Muy Bueno,Excelente,Muy Bueno,Bueno,Excelente,Muy Bueno,Bueno,Excelente
22/08/2025 06:21:45,65 o más,Muy Bueno,Excelente,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Bueno,Excelente
21/09/2025 08:53:23,30 a 49,Muy Bueno,Excelente,Bueno,Muy Bueno,Excelente,Excelente,Muy Bueno,Excelente
29/10/2025 07:35:30,30 a 49,Bueno,Bueno,Bueno,Excelente,Muy Bueno,Muy Bueno,Excelente,Bueno
12/10/2025 13:51:37,50 a 64,Excelente,Excelente,Excelente,Excelente,Excelente,Regular,Bueno,Excelente
25/10/2025 17:25:52,30 a 49,Muy Bueno,Excelente,Bueno,Excelente,Excelente,Excelente,Excelente,Bueno
03/07/2025 00:34:11,30 a 49,Excelente,Excelente,Excelente,Excelente,Muy Bueno,Excelente,Excelente,Muy Bueno
09/09/2025 14:25:02,18 a 29,Muy Bueno,Muy Bueno,Bueno,Muy Bueno,Muy Bueno,Excelente,Bueno,Muy Bueno
31/08/2025 05:59:51,65 o más,Bueno,Excelente,Excelente,Bueno,Excelente,Muy Bueno,Muy Bueno,Excelente
10/10/2025 13:06:14,65 o más,Excelente,Muy Bueno,Muy Bueno,Muy Bueno,Regular,Bueno,Bueno,Muy Bueno
31/07/2025 05:06:27,50 a 64,Muy Bueno,Muy Bueno,Muy Bueno,Bueno,Excelente,Bueno,Bueno,Regular
31/08/2025 06:44:43,18 a 29,Excelente,Muy Bueno,Bueno,Excelente,Excelente,Excelente,Muy Bueno,Excelente
24/06/2025 17:28:58,30 a 49,Bueno,Muy Bueno,Bueno,Muy Bueno,Muy Bueno,Excelente,Muy Bueno,Excelente
28/10/2025 01:08:46,30 a 49,Excelente,Excelente,Excelente,Muy Bueno,Muy Bueno,Bueno,Excelente,Muy Bueno
08/07/2025 14:31:10,30 a 49,Muy Bueno,Excelente,Bueno,Bueno,Muy Bueno,Excelente,Muy Bueno,Excelente
09/07/2025 12:54:47,50 a 64,Muy Bueno,Muy Bueno,Excelente,Muy Bueno,Bueno,Bueno,Excelente,Bueno
30/10/2025 22:25:28,18 a 29,Excelente,Excelente,Excelente,Excelente,Muy Bueno,Regular,Excelente,Excelente
14/09/2025 12:30:43,50 a 64,Muy Bueno,Excelente,Excelente,Muy Bueno,Excelente,Excelente,Excelente,Excelente
15/07/2025 09:57:18,50 a 64,Muy Bueno,Excelente,Muy Bueno,Muy Bueno,Regular,Muy Bueno,Bueno,Excelente
07/09/2025 11:15:54,18 a 29,Excelente,Excelente,Excelente,Bueno,Regular,Excelente,Excelente,Muy Bueno
08/08/2025 12:16:00,65 o más,Muy Bueno,Regular,Excelente,Bueno,Excelente,Muy Bueno,Regular,Excelente
25/08/2025 22:46:52,30 a 49,Muy Bueno,Bueno,Muy Bueno,Bueno,Muy Bueno,Bueno,Muy Bueno,Excelente
09/10/2025 12:33:01,30 a 49,Excelente,Excelente,Excelente,Regular,Muy Bueno,Excelente,Muy Bueno,Muy Bueno
02/11/2025 22:04:38,65 o más,Excelente,Excelente,Excelente,Bueno,Regular,Muy Bueno,Muy Bueno,Bueno
04/08/2025 07:16:46,18 a 29,Muy Bueno,Regular,Muy Bueno,Excelente,Excelente,Bueno,Muy Bueno,Excelente
20/10/2025 21:40:09,50 a 64,Excelente,Muy Bueno,Muy Bueno,Bueno,Excelente,Muy Bueno,Muy Bueno,Bueno
05/09/2025 20:00:36,18 a 29,Excelente,Excelente,Muy Bueno,Excelente,Excelente,Bueno,Bueno,Muy Bueno
18/07/2025 07:20:31,30 a 49,Excelente,Muy Bueno,Muy Bueno,Excelente,Muy Bueno,Bueno,Excelente,Regular
25/08/2025 12:52:26,50 a 64,Excelente,Bueno,Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Excelente,Muy Bueno
15/09/2025 05:41:17,50 a 64,Excelente,Bueno,Excelente,Bueno,Muy Bueno,Excelente,Excelente,Bueno
12/09/2025 03:21:41,30 a 49,Bueno,Muy Bueno,Muy Bueno,Excelente,Muy Bueno,Excelente,Bueno,Excelente
20/07/2025 16:04:03,65 o más,Muy Bueno,Bueno,Bueno,Excelente,Muy Bueno,Bueno,Muy Bueno,Muy Bueno
13/07/2025 09:12:43,30 a 49,Bueno,Regular,Bueno,Excelente,Muy Bueno,Excelente,Regular,Muy Bueno
09/08/2025 14:56:28,50 a 64,Excelente,Muy Bueno,Muy Bueno,Excelente,Muy Bueno,Excelente,Muy Bueno,Bueno
06/06/2025 11:51:05,30 a 49,Bueno,Excelente,Excelente,Bueno,Regular,Excelente,Muy Bueno,Excelente
09/09/2025 13:56:39,18 a 29,Excelente,Muy Bueno,Muy Bueno,Bueno,Excelente,Excelente,Bueno,Excelente
03/06/2025 22:33:44,50 a 64,Muy Bueno,Bueno,Bueno,Bueno,Excelente,Muy Bueno,Excelente,Muy Bueno
08/06/2025 12:07:53,50 a 64,Bueno,Excelente,Muy Bueno,Muy Bueno,Excelente,Muy Bueno,Muy Bueno,Bueno
24/07/2025 22:46:54,30 a 49,Muy Bueno,Excelente,Muy Bueno,Bueno,Muy Bueno,Bueno,Muy Bueno,Excelente
04/09/2025 07:30:26,30 a 49,Excelente,Excelente,Excelente,Muy Bueno,Bueno,Excelente,Muy Bueno,Excelente
02/07/2025 08:20:05,18 a 29,Muy Bueno,Regular,Bueno,Bueno,Excelente,Excelente,Regular,Regular
01/10/2025 19:48:02,30 a 49,Excelente,Excelente,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Bueno,Bueno
02/11/2025 19:00:37,50 a 64,Muy Bueno,Bueno,Muy Bueno,Bueno,Muy Bueno,Bueno,Excelente,Excelente
23/06/2025 10:08:53,30 a 49,Bueno,Muy Bueno,Muy Bueno,Bueno,Muy Bueno,Muy Bueno,Bueno,Excelente
29/08/2025 09:18:11,18 a 29,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Excelente,Bueno
06/06/2025 13:44:57,30 a 49,Excelente,Muy Bueno,Excelente,Excelente,Excelente,Bueno,Bueno,Excelente
12/08/2025 18:03:33,30 a 49,Muy Bueno,Excelente,Bueno,Excelente,Bueno,Bueno,Excelente,Excelente
12/09/2025 16:13:24,30 a 49,Excelente,Excelente,Muy Bueno,Muy Bueno,Excelente,Excelente,Excelente,Muy Bueno
03/11/2025 20:56:29,50 a 64,Muy Bueno,Excelente,Excelente,Muy Bueno,Muy Bueno,Muy Bueno,Bueno,Muy Bueno
06/11/2025 00:59:33,18 a 29,Malo,Excelente,Excelente,Bueno,Excelente,Muy Bueno,Regular,Excelente
19/07/2025 03:02:39,30 a 49,Excelente,Excelente,Muy Bueno,Bueno,Regular,Muy Bueno,Bueno,Bueno
07/11/2025 11:03:57,65 o más,Bueno,Muy Bueno,Muy Bueno,Bueno,Excelente,Muy Bueno,Excelente,Excelente
17/09/2025 13:07:44,30 a 49,Muy Bueno,Excelente,Muy Bueno,Bueno,Muy Bueno,Bueno,Bueno,Muy Bueno
02/06/2025 17:43:17,30 a 49,Excelente,Bueno,Excelente,Muy Bueno,Muy Bueno,Regular,Muy Bueno,Excelente
14/10/2025 21:56:41,30 a 49,Muy Bueno,Excelente,Excelente,Muy Bueno,Excelente,Bueno,Muy Bueno,Bueno
30/06/2025 16:36:24,65 o más,Bueno,Muy Bueno,Excelente,Excelente,Bueno,Bueno,Muy Bueno,Excelente
22/06/2025 19:08:55,30 a 49,Excelente,Bueno,Excelente,Muy Bueno,Regular,Muy Bueno,Muy Bueno,Bueno
20/07/2025 15:48:27,50 a 64,Malo,Muy Bueno,Excelente,Excelente,Muy Bueno,Excelente,Bueno,Bueno
20/07/2025 19:34:45,30 a 49,Muy Bueno,Regular,Excelente,Bueno,Muy Bueno,Bueno,Muy Bueno,Excelente
10/10/2025 16:17:56,30 a 49,Muy Bueno,Muy Bueno,Muy Bueno,Bueno,Muy Bueno,Excelente,Excelente,Bueno
25/09/2025 22:42:32,50 a 64,Excelente,Muy Bueno,Bueno,Bueno,Excelente,Excelente,Bueno,Muy Bueno
02/11/2025 23:18:37,50 a 64,Excelente,Bueno,Excelente,Regular,Regular,Regular,Muy Bueno,Excelente
05/11/2025 03:39:37,18 a 29,Muy Bueno,Excelente,Bueno,Excelente,Muy Bueno,Excelente,Excelente,Bueno
15/08/2025 08:20:04,30 a 49,Bueno,Bueno,Muy Bueno,Excelente,Excelente,Muy Bueno,Muy Bueno,Bueno
23/07/2025 03:58:36,30 a 49,Excelente,Bueno,Muy Bueno,Bueno,Excelente,Muy Bueno,Excelente,Excelente
08/10/2025 08:11:44,65 o más,Muy Bueno,Excelente,Muy Bueno,Bueno,Muy Bueno,Muy Bueno,Excelente,Excelente
04/07/2025 19:27:10,30 a 49,Bueno,Excelente,Excelente,Excelente,Excelente,Excelente,Bueno,Excelente
26/09/2025 18:17:45,65 o más,Muy Bueno,Excelente,Excelente,Muy Bueno,Regular,Muy Bueno,Bueno,Bueno
27/09/2025 18:31:32,18 a 29,Excelente,Bueno,Bueno,Excelente,Excelente,Excelente,Bueno,Excelente
23/08/2025 03:51:41,30 a 49,Malo,Excelente,Excelente,Muy Bueno,Excelente,Excelente,Bueno,Muy Bueno
25/09/2025 18:20:32,18 a 29,Excelente,Muy Bueno,Bueno,Excelente,Muy Bueno,Bueno,Excelente,Muy Bueno
28/10/2025 18:01:23,18 a 29,Muy Bueno,Excelente,Muy Bueno,Excelente,Muy Bueno,Muy Bueno,Excelente,Excelente
08/08/2025 04:05:10,50 a 64,Bueno,Muy Bueno,Excelente,Bueno,Muy Bueno,Excelente,Muy Bueno,Muy Bueno
05/07/2025 18:18:41,30 a 49,Muy Bueno,Bueno,Excelente,Bueno,Muy Bueno,Muy Bueno,Regular,Excelente
10/08/2025 22:37:19,50 a 64,Excelente,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Bueno,Excelente,Excelente
22/07/2025 10:19:27,30 a 49,Excelente,Muy Bueno,Muy Bueno,Regular,Muy Bueno,Excelente,Bueno,Muy Bueno
23/10/2025 11:37:18,18 a 29,Bueno,Muy Bueno,Excelente,Muy Bueno,Bueno,Excelente,Excelente,Bueno
03/06/2025 10:19:58,30 a 49,Muy Bueno,Excelente,Excelente,Muy Bueno,Excelente,Excelente,Muy Bueno,Excelente
23/10/2025 01:43:57,50 a 64,Muy Bueno,Excelente,Excelente,Excelente,Muy Bueno,Bueno,Bueno,Muy Bueno
03/06/2025 11:33:37,18 a 29,Excelente,Excelente,Muy Bueno,Muy Bueno,Excelente,Excelente,Regular,Muy Bueno
26/09/2025 04:45:05,30 a 49,Bueno,Excelente,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Bueno
09/09/2025 06:44:19,50 a 64,Excelente,Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Excelente,Bueno,Muy Bueno
30/07/2025 22:00:09,65 o más,Excelente,Regular,Muy Bueno,Muy Bueno,Regular,Muy Bueno,Muy Bueno,Bueno
30/07/2025 04:43:59,50 a 64,Bueno,Muy Bueno,Excelente,Muy Bueno,Excelente,Bueno,Muy Bueno,Excelente
22/09/2025 04:22:27,30 a 49,Excelente,Excelente,Muy Bueno,Bueno,Excelente,Bueno,Excelente,Bueno
06/09/2025 23:54:39,50 a 64,Muy Bueno,Excelente,Excelente,Bueno,Muy Bueno,Regular,Bueno,Excelente
09/06/2025 04:02:18,65 o más,Excelente,Regular,Bueno,Regular,Muy Bueno,Muy Bueno,Bueno,Excelente
11/07/2025 03:23:17,18 a 29,Bueno,Excelente,Muy Bueno,Muy Bueno,Excelente,Excelente,Excelente,Bueno
09/07/2025 21:23:20,30 a 49,Excelente,Muy Bueno,Muy Bueno,Excelente,Excelente,Bueno,Muy Bueno,Excelente
17/08/2025 00:59:57,50 a 64,Excelente,Excelente,Excelente,Bueno,Muy Bueno,Muy Bueno,Excelente,Bueno
09/07/2025 22:05:58,50 a 64,Muy Bueno,Excelente,Muy Bueno,Bueno,Muy Bueno,Muy Bueno,Bueno,Bueno
13/10/2025 05:56:14,65 o más,Muy Bueno,Excelente,Muy Bueno,Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno
28/10/2025 07:10:55,50 a 64,Excelente,Muy Bueno,Muy Bueno,Bueno,Regular,Muy Bueno,Bueno,Bueno
01/06/2025 07:12:40,50 a 64,Muy Bueno,Bueno,Bueno,Excelente,Muy Bueno,Bueno,Regular,Excelente
15/09/2025 15:03:54,30 a 49,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Bueno,Muy Bueno,Regular,Excelente
08/09/2025 05:14:02,50 a 64,Excelente,Excelente,Muy Bueno,Bueno,Excelente,Muy Bueno,Muy Bueno,Bueno
09/06/2025 21:52:49,50 a 64,Muy Bueno,Regular,Muy Bueno,Muy Bueno,Excelente,Muy Bueno,Excelente,Regular
12/10/2025 14:52:58,30 a 49,Excelente,Muy Bueno,Excelente,Muy Bueno,Muy Bueno,Excelente,Bueno,Muy Bueno
23/06/2025 17:28:46,30 a 49,Excelente,Bueno,Excelente,Bueno,Muy Bueno,Muy Bueno,Excelente,Muy Bueno
01/09/2025 13:19:50,30 a 49,Excelente,Muy Bueno,Bueno,Muy Bueno,Muy Bueno,Excelente,Excelente,Muy Bueno
22/07/2025 10:43:24,50 a 64,Muy Bueno,Excelente,Muy Bueno,Excelente,Excelente,Muy Bueno,Bueno,Bueno
04/09/2025 10:18:54,50 a 64,Muy Bueno,Muy Bueno,Bueno,Bueno,Regular,Bueno,Muy Bueno,Bueno
24/09/2025 07:54:56,30 a 49,Malo,Bueno,Excelente,Bueno,Regular,Muy Bueno,Excelente,Bueno
29/08/2025 08:46:58,30 a 49,Excelente,Excelente,Excelente,Muy Bueno,Excelente,Bueno,Excelente,Excelente
13/10/2025 03:42:39,18 a 29,Excelente,Excelente,Muy Bueno,Muy Bueno,Regular,Muy Bueno,Bueno,Excelente
02/06/2025 10:30:56,18 a 29,Excelente,Excelente,Excelente,Bueno,Muy Bueno,Excelente,Bueno,Muy Bueno
